Year,Entidad federativa,Población con acceso al agua entubada y al saneamiento,GeoCode,Value
2018,Coahuila de Zaragoza,Hombres,5,72.93565064
2016,Coahuila de Zaragoza,Hombres,5,69.69350938
2020,Coahuila de Zaragoza,Mujeres,5,75.77694969
2018,Coahuila de Zaragoza,Mujeres,5,73.68192418
2016,Coahuila de Zaragoza,Mujeres,5,70.70034081
2020,Coahuila de Zaragoza,Hablantes de lengua indígena,5,71.44778674
2018,Coahuila de Zaragoza,Hablantes de lengua indígena,5,77.96709753
2016,Coahuila de Zaragoza,Hablantes de lengua indígena,5,92.74049881
2020,Coahuila de Zaragoza,Población con alguna discapacidad,5,69.62018119
2018,Coahuila de Zaragoza,Población con alguna discapacidad,5,70.80857803
2016,Coahuila de Zaragoza,Población con alguna discapacidad,5,68.99160893
2020,Coahuila de Zaragoza,Cambio de residencia,5,
2018,Coahuila de Zaragoza,Cambio de residencia,5,
2016,Coahuila de Zaragoza,Cambio de residencia,5,
2020,Colima,Total,6,83.59228734
2018,Colima,Total,6,82.92191917
2016,Colima,Total,6,87.40200263
2020,Colima,Hombres,6,83.88672368
2018,Colima,Hombres,6,82.79957714
2016,Colima,Hombres,6,87.46147708
2020,Colima,Mujeres,6,83.31431869
2018,Colima,Mujeres,6,83.03922552
2016,Colima,Mujeres,6,87.34665032
2020,Colima,Hablantes de lengua indígena,6,82.62830482
2018,Colima,Hablantes de lengua indígena,6,92.60217279
2016,Colima,Hablantes de lengua indígena,6,76.92128007
2020,Colima,Población con alguna discapacidad,6,79.56983451
2018,Colima,Población con alguna discapacidad,6,78.01118104
2016,Colima,Población con alguna discapacidad,6,86.58732334
2020,Colima,Cambio de residencia,6,
2018,Colima,Cambio de residencia,6,
2016,Colima,Cambio de residencia,6,
2020,Chiapas,Total,7,29.29342879
2018,Chiapas,Total,7,30.94459888
2016,Chiapas,Total,7,24.73641129
2020,Chiapas,Hombres,7,29.26301246
2018,Chiapas,Hombres,7,31.65698277
2016,Chiapas,Hombres,7,24.70400022
2020,Chiapas,Mujeres,7,29.32130919
2018,Chiapas,Mujeres,7,30.25065695
2016,Chiapas,Mujeres,7,24.76677174
2020,Chiapas,Hablantes de lengua indígena,7,45.46699217
2018,Chiapas,Hablantes de lengua indígena,7,39.82709869
2016,Chiapas,Hablantes de lengua indígena,7,29.29576627
2020,Chiapas,Población con alguna discapacidad,7,25.96578026
2018,Chiapas,Población con alguna discapacidad,7,29.59205098
2016,Chiapas,Población con alguna discapacidad,7,28.0580461
2020,Chiapas,Cambio de residencia,7,
2018,Chiapas,Cambio de residencia,7,
2016,Chiapas,Cambio de residencia,7,
2020,Chihuahua,Total,8,85.34065743
2018,Chihuahua,Total,8,88.02400918
2016,Chihuahua,Total,8,86.4662731
2020,Chihuahua,Hombres,8,85.32868203
2018,Chihuahua,Hombres,8,87.79945541
2016,Chihuahua,Hombres,8,85.86918199
2020,Chihuahua,Mujeres,8,85.35219467
2018,Chihuahua,Mujeres,8,88.23858711
2016,Chihuahua,Mujeres,8,87.03057992
2020,Chihuahua,Hablantes de lengua indígena,8,36.38260024
2018,Chihuahua,Hablantes de lengua indígena,8,49.56208404
2016,Chihuahua,Hablantes de lengua indígena,8,35.91293251
2020,Chihuahua,Población con alguna discapacidad,8,81.60304002
2018,Chihuahua,Población con alguna discapacidad,8,86.46530325
2016,Chihuahua,Población con alguna discapacidad,8,86.39919271
2020,Chihuahua,Cambio de residencia,8,
2018,Chihuahua,Cambio de residencia,8,
2016,Chihuahua,Cambio de residencia,8,
2020,Ciudad de México,Total,9,70.24632699
2018,Ciudad de México,Total,9,65.84908085
2016,Ciudad de México,Total,9,69.2910372
2020,Ciudad de México,Hombres,9,69.32753362
2018,Ciudad de México,Hombres,9,64.79320845
2016,Ciudad de México,Hombres,9,68.54295621
2020,Ciudad de México,Mujeres,9,71.07459019
2018,Ciudad de México,Mujeres,9,66.80764867
2016,Ciudad de México,Mujeres,9,69.94801442
2020,Ciudad de México,Hablantes de lengua indígena,9,42.01582868
2018,Ciudad de México,Hablantes de lengua indígena,9,59.92352787
2016,Ciudad de México,Hablantes de lengua indígena,9,55.2191363
2020,Ciudad de México,Población con alguna discapacidad,9,64.62893864
2018,Ciudad de México,Población con alguna discapacidad,9,60.85168141
2016,Ciudad de México,Población con alguna discapacidad,9,67.36633914
2020,Ciudad de México,Cambio de residencia,9,
2018,Ciudad de México,Cambio de residencia,9,
2016,Ciudad de México,Cambio de residencia,9,
2020,Durango,Total,10,78.74415466
2018,Durango,Total,10,77.69831745
2016,Durango,Total,10,77.40345116
2020,Durango,Hombres,10,77.62286627
2018,Durango,Hombres,10,77.64075879
2016,Durango,Hombres,10,77.0295964
2020,Durango,Mujeres,10,79.804232
2018,Durango,Mujeres,10,77.75213074
2016,Durango,Mujeres,10,77.75426239
2020,Durango,Hablantes de lengua indígena,10,
2018,Durango,Hablantes de lengua indígena,10,68.50828729
2016,Durango,Hablantes de lengua indígena,10,82.83917341
2020,Durango,Población con alguna discapacidad,10,77.90539923
2018,Durango,Población con alguna discapacidad,10,79.39585871
2016,Durango,Población con alguna discapacidad,10,78.72565491
2020,Durango,Cambio de residencia,10,
2018,Durango,Cambio de residencia,10,
2016,Durango,Cambio de residencia,10,
2020,Guanajuato,Total,11,71.17881163
2018,Guanajuato,Total,11,69.02683368
2016,Guanajuato,Total,11,68.2169378
2020,Guanajuato,Hombres,11,70.89872196
2018,Guanajuato,Hombres,11,69.41541496
2016,Guanajuato,Hombres,11,69.12253193
2020,Guanajuato,Mujeres,11,71.43807683
2018,Guanajuato,Mujeres,11,68.67360548
2016,Guanajuato,Mujeres,11,67.39296543
2020,Guanajuato,Hablantes de lengua indígena,11,71.90497944
2018,Guanajuato,Hablantes de lengua indígena,11,72.20972097
2016,Guanajuato,Hablantes de lengua indígena,11,
2020,Guanajuato,Población con alguna discapacidad,11,69.5039804
2018,Guanajuato,Población con alguna discapacidad,11,69.22555542
2016,Guanajuato,Población con alguna discapacidad,11,69.06950603
2020,Guanajuato,Cambio de residencia,11,
2018,Guanajuato,Cambio de residencia,11,
2016,Guanajuato,Cambio de residencia,11,
2020,Guerrero,Total,12,13.72682027
2018,Guerrero,Total,12,9.885613874
2016,Guerrero,Total,12,14.91136081
2020,Guerrero,Hombres,12,13.40331665
2018,Guerrero,Hombres,12,9.345650969
2016,Guerrero,Hombres,12,14.57595332
2020,Guerrero,Mujeres,12,14.02293085
2018,Guerrero,Mujeres,12,10.37980647
2016,Guerrero,Mujeres,12,15.21738052
2020,Guerrero,Hablantes de lengua indígena,12,17.70451521
2018,Guerrero,Hablantes de lengua indígena,12,
2016,Guerrero,Hablantes de lengua indígena,12,
2020,Guerrero,Población con alguna discapacidad,12,13.50952121
2018,Guerrero,Población con alguna discapacidad,12,11.3223873
2016,Guerrero,Población con alguna discapacidad,12,16.16147746
2020,Guerrero,Cambio de residencia,12,
2018,Guerrero,Cambio de residencia,12,
2016,Guerrero,Cambio de residencia,12,
2020,Hidalgo,Total,13,46.93701478
2018,Hidalgo,Total,13,39.22625966
2016,Hidalgo,Total,13,38.53241674
2020,Hidalgo,Hombres,13,47.0845944
2018,Hidalgo,Hombres,13,39.8187668
2016,Hidalgo,Hombres,13,39.27588888
2020,Hidalgo,Mujeres,13,46.80502675
2018,Hidalgo,Mujeres,13,38.67134888
2016,Hidalgo,Mujeres,13,37.82741743
2020,Hidalgo,Hablantes de lengua indígena,13,35.59587327
2018,Hidalgo,Hablantes de lengua indígena,13,36.36571153
2016,Hidalgo,Hablantes de lengua indígena,13,26.95607426
2020,Hidalgo,Población con alguna discapacidad,13,47.10471952
2018,Hidalgo,Población con alguna discapacidad,13,38.63175017
2016,Hidalgo,Población con alguna discapacidad,13,37.97336783
2020,Hidalgo,Cambio de residencia,13,
2018,Hidalgo,Cambio de residencia,13,
2016,Hidalgo,Cambio de residencia,13,
2020,Jalisco,Total,14,79.25833256
2018,Jalisco,Total,14,79.11679026
2016,Jalisco,Total,14,82.10887356
2020,Jalisco,Hombres,14,78.84319672
2018,Jalisco,Hombres,14,78.61452821
2016,Jalisco,Hombres,14,81.6271521
2020,Jalisco,Mujeres,14,79.64546582
2018,Jalisco,Mujeres,14,79.59310237
2016,Jalisco,Mujeres,14,82.5648968
2020,Jalisco,Hablantes de lengua indígena,14,77.90060878
2018,Jalisco,Hablantes de lengua indígena,14,60.98682025
2016,Jalisco,Hablantes de lengua indígena,14,66.13543138
2020,Jalisco,Población con alguna discapacidad,14,77.93937849
2018,Jalisco,Población con alguna discapacidad,14,79.28471577
2016,Jalisco,Población con alguna discapacidad,14,80.63425655
2020,Jalisco,Cambio de residencia,14,
2018,Jalisco,Cambio de residencia,14,
2016,Jalisco,Cambio de residencia,14,
2020,México,Total,15,48.28462265
2018,México,Total,15,46.32344493
2016,México,Total,15,48.62114192
2020,México,Hombres,15,47.74791822
2018,México,Hombres,15,46.53126926
2016,México,Hombres,15,48.969441
2020,México,Mujeres,15,48.79673295
2018,México,Mujeres,15,46.12673152
2016,México,Mujeres,15,48.30359422
2020,México,Hablantes de lengua indígena,15,29.56433948
2018,México,Hablantes de lengua indígena,15,38.80474099
2016,México,Hablantes de lengua indígena,15,34.3920073
2020,México,Población con alguna discapacidad,15,44.32534709
2018,México,Población con alguna discapacidad,15,45.39772213
2016,México,Población con alguna discapacidad,15,40.9408749
2020,México,Cambio de residencia,15,
2018,México,Cambio de residencia,15,
2016,México,Cambio de residencia,15,
2020,Michoacán de Ocampo,Total,16,46.98947282
2018,Michoacán de Ocampo,Total,16,50.26103051
2016,Michoacán de Ocampo,Total,16,46.72205806
2020,Michoacán de Ocampo,Hombres,16,46.75874025
2018,Michoacán de Ocampo,Hombres,16,50.56085874
2016,Michoacán de Ocampo,Hombres,16,46.23953963
2020,Michoacán de Ocampo,Mujeres,16,47.20668468
2018,Michoacán de Ocampo,Mujeres,16,49.98628365
2016,Michoacán de Ocampo,Mujeres,16,47.1866284
2020,Michoacán de Ocampo,Hablantes de lengua indígena,16,
2018,Michoacán de Ocampo,Hablantes de lengua indígena,16,47.40421426
2016,Michoacán de Ocampo,Hablantes de lengua indígena,16,
2020,Michoacán de Ocampo,Población con alguna discapacidad,16,45.42618824
2018,Michoacán de Ocampo,Población con alguna discapacidad,16,54.76258048
2016,Michoacán de Ocampo,Población con alguna discapacidad,16,49.64325868
2020,Michoacán de Ocampo,Cambio de residencia,16,
2018,Michoacán de Ocampo,Cambio de residencia,16,
2016,Michoacán de Ocampo,Cambio de residencia,16,
2020,Morelos,Total,17,26.12059372
2018,Morelos,Total,17,22.56215016
2016,Morelos,Total,17,26.77923706
2020,Morelos,Hombres,17,25.65915573
2018,Morelos,Hombres,17,23.0457326
2016,Morelos,Hombres,17,26.97424405
2020,Morelos,Mujeres,17,26.54159336
2018,Morelos,Mujeres,17,22.118075
2016,Morelos,Mujeres,17,26.59768231
2020,Morelos,Hablantes de lengua indígena,17,
2018,Morelos,Hablantes de lengua indígena,17,49.55033546
2016,Morelos,Hablantes de lengua indígena,17,
2020,Morelos,Población con alguna discapacidad,17,26.55680186
2018,Morelos,Población con alguna discapacidad,17,22.39248096
2016,Morelos,Población con alguna discapacidad,17,25.1636951
2020,Morelos,Cambio de residencia,17,
2018,Morelos,Cambio de residencia,17,
2016,Morelos,Cambio de residencia,17,
2020,Nayarit,Total,18,52.7936168
2018,Nayarit,Total,18,45.48406419
2016,Nayarit,Total,18,47.18018407
2020,Nayarit,Hombres,18,53.83006016
2018,Nayarit,Hombres,18,45.98547982
2016,Nayarit,Hombres,18,47.06874256
2020,Nayarit,Mujeres,18,51.82613365
2018,Nayarit,Mujeres,18,44.9916143
2016,Nayarit,Mujeres,18,47.2905607
2020,Nayarit,Hablantes de lengua indígena,18,31.65348124
2018,Nayarit,Hablantes de lengua indígena,18,
2016,Nayarit,Hablantes de lengua indígena,18,
2020,Nayarit,Población con alguna discapacidad,18,51.49862209
2018,Nayarit,Población con alguna discapacidad,18,37.26820607
2016,Nayarit,Población con alguna discapacidad,18,43.64181823
2020,Nayarit,Cambio de residencia,18,
2018,Nayarit,Cambio de residencia,18,
2016,Nayarit,Cambio de residencia,18,
2020,Nuevo León,Total,19,93.62309685
2018,Nuevo León,Total,19,94.52403791
2016,Nuevo León,Total,19,93.80543621
2020,Nuevo León,Hombres,19,93.4512028
2018,Nuevo León,Hombres,19,94.13166666
2016,Nuevo León,Hombres,19,93.68989226
2020,Nuevo León,Mujeres,19,93.78972924
2018,Nuevo León,Mujeres,19,94.9237951
2016,Nuevo León,Mujeres,19,93.92338187
2020,Nuevo León,Hablantes de lengua indígena,19,88.17586936
2018,Nuevo León,Hablantes de lengua indígena,19,98.46293902
2016,Nuevo León,Hablantes de lengua indígena,19,89.09435882
2020,Nuevo León,Población con alguna discapacidad,19,89.07745991
2018,Nuevo León,Población con alguna discapacidad,19,91.17018745
2016,Nuevo León,Población con alguna discapacidad,19,90.63791901
2020,Nuevo León,Cambio de residencia,19,
2018,Nuevo León,Cambio de residencia,19,
2016,Nuevo León,Cambio de residencia,19,
2020,Oaxaca,Total,20,25.45394731
2018,Oaxaca,Total,20,22.41495518
2016,Oaxaca,Total,20,18.63378779
2020,Oaxaca,Hombres,20,25.40641042
2018,Oaxaca,Hombres,20,22.36813913
2016,Oaxaca,Hombres,20,18.47266877
2020,Oaxaca,Mujeres,20,25.49641495
2018,Oaxaca,Mujeres,20,22.4580318
2016,Oaxaca,Mujeres,20,18.7813333
2020,Oaxaca,Hablantes de lengua indígena,20,25.97995891
2018,Oaxaca,Hablantes de lengua indígena,20,20.93884553
2016,Oaxaca,Hablantes de lengua indígena,20,19.25250975
2020,Oaxaca,Población con alguna discapacidad,20,28.96142182
2018,Oaxaca,Población con alguna discapacidad,20,22.39866063
2016,Oaxaca,Población con alguna discapacidad,20,19.55987667
2020,Oaxaca,Cambio de residencia,20,
2018,Oaxaca,Cambio de residencia,20,
2016,Oaxaca,Cambio de residencia,20,
2020,Puebla,Total,21,22.3888648
2018,Puebla,Total,21,22.75727958
2016,Puebla,Total,21,29.57212009
2020,Puebla,Hombres,21,22.34008836
2018,Puebla,Hombres,21,22.59900639
2016,Puebla,Hombres,21,30.16984651
2020,Puebla,Mujeres,21,22.43253642
2018,Puebla,Mujeres,21,22.90077055
2016,Puebla,Mujeres,21,29.02523428
2020,Puebla,Hablantes de lengua indígena,21,
2018,Puebla,Hablantes de lengua indígena,21,
2016,Puebla,Hablantes de lengua indígena,21,38.76824753
2020,Puebla,Población con alguna discapacidad,21,21.27408251
2018,Puebla,Población con alguna discapacidad,21,20.79636753
2016,Puebla,Población con alguna discapacidad,21,25.42931338
2020,Puebla,Cambio de residencia,21,
2018,Puebla,Cambio de residencia,21,
2016,Puebla,Cambio de residencia,21,
2020,Querétaro,Total,22,74.39107675
2018,Querétaro,Total,22,69.67173134
2016,Querétaro,Total,22,73.26253004
2020,Querétaro,Hombres,22,74.33122931
2018,Querétaro,Hombres,22,69.81702178
2016,Querétaro,Hombres,22,73.08815392
2020,Querétaro,Mujeres,22,74.44597041
2018,Querétaro,Mujeres,22,69.53825987
2016,Querétaro,Mujeres,22,73.4258205
2020,Querétaro,Hablantes de lengua indígena,22,56.29346956
2018,Querétaro,Hablantes de lengua indígena,22,50.64636146
2016,Querétaro,Hablantes de lengua indígena,22,50.76988619
2020,Querétaro,Población con alguna discapacidad,22,71.70121859
2018,Querétaro,Población con alguna discapacidad,22,63.02064582
2016,Querétaro,Población con alguna discapacidad,22,75.34373711
2020,Querétaro,Cambio de residencia,22,
2018,Querétaro,Cambio de residencia,22,
2016,Querétaro,Cambio de residencia,22,
2020,Quintana Roo,Total,23,85.92839097
2018,Quintana Roo,Total,23,83.55633213
2016,Quintana Roo,Total,23,84.43291301
2020,Quintana Roo,Hombres,23,85.67535077
2018,Quintana Roo,Hombres,23,82.52919753
2016,Quintana Roo,Hombres,23,83.7876001
2020,Quintana Roo,Mujeres,23,86.18488612
2018,Quintana Roo,Mujeres,23,84.60399051
2016,Quintana Roo,Mujeres,23,85.06045717
2020,Quintana Roo,Hablantes de lengua indígena,23,82.37922347
2018,Quintana Roo,Hablantes de lengua indígena,23,75.61237383
2016,Quintana Roo,Hablantes de lengua indígena,23,79.61948088
2020,Quintana Roo,Población con alguna discapacidad,23,82.8419031
2018,Quintana Roo,Población con alguna discapacidad,23,82.08512309
2016,Quintana Roo,Población con alguna discapacidad,23,79.42713006
2020,Quintana Roo,Cambio de residencia,23,
2018,Quintana Roo,Cambio de residencia,23,
2016,Quintana Roo,Cambio de residencia,23,
2020,San Luis Potosí,Total,24,44.13853421
2018,San Luis Potosí,Total,24,43.17615707
2016,San Luis Potosí,Total,24,54.48113216
2020,San Luis Potosí,Hombres,24,43.06474792
2018,San Luis Potosí,Hombres,24,41.66983922
2016,San Luis Potosí,Hombres,24,54.27021906
2020,San Luis Potosí,Mujeres,24,45.13225924
2018,San Luis Potosí,Mujeres,24,44.5543033
2016,San Luis Potosí,Mujeres,24,54.67973502
2020,San Luis Potosí,Hablantes de lengua indígena,24,15.36892026
2018,San Luis Potosí,Hablantes de lengua indígena,24,12.82916008
2016,San Luis Potosí,Hablantes de lengua indígena,24,20.60385441
2020,San Luis Potosí,Población con alguna discapacidad,24,38.16622658
2018,San Luis Potosí,Población con alguna discapacidad,24,37.87745196
2016,San Luis Potosí,Población con alguna discapacidad,24,52.52657043
2020,San Luis Potosí,Cambio de residencia,24,
2018,San Luis Potosí,Cambio de residencia,24,
2016,San Luis Potosí,Cambio de residencia,24,
2020,Sinaloa,Total,25,86.30405468
2018,Sinaloa,Total,25,83.67863866
2016,Sinaloa,Total,25,83.84914745
2020,Sinaloa,Hombres,25,85.10795453
2018,Sinaloa,Hombres,25,82.9640606
2016,Sinaloa,Hombres,25,83.83096693
2020,Sinaloa,Mujeres,25,87.44108651
2018,Sinaloa,Mujeres,25,84.36793794
2016,Sinaloa,Mujeres,25,83.86642781
2020,Sinaloa,Hablantes de lengua indígena,25,39.08997991
2018,Sinaloa,Hablantes de lengua indígena,25,48.16532422
2016,Sinaloa,Hablantes de lengua indígena,25,56.77294831
2020,Sinaloa,Población con alguna discapacidad,25,84.15976415
2018,Sinaloa,Población con alguna discapacidad,25,78.22091152
2016,Sinaloa,Población con alguna discapacidad,25,77.76122551
2020,Sinaloa,Cambio de residencia,25,
2018,Sinaloa,Cambio de residencia,25,
2016,Sinaloa,Cambio de residencia,25,
2020,Sonora,Total,26,80.24284662
2018,Sonora,Total,26,81.27940344
2016,Sonora,Total,26,83.84338874
2020,Sonora,Hombres,26,79.81364603
2018,Sonora,Hombres,26,80.31275644
2016,Sonora,Hombres,26,83.74649132
2020,Sonora,Mujeres,26,80.66789638
2018,Sonora,Mujeres,26,82.23422084
2016,Sonora,Mujeres,26,83.93955955
2020,Sonora,Hablantes de lengua indígena,26,32.84746342
2018,Sonora,Hablantes de lengua indígena,26,44.35585713
2016,Sonora,Hablantes de lengua indígena,26,40.89248003
2020,Sonora,Población con alguna discapacidad,26,79.94796176
2018,Sonora,Población con alguna discapacidad,26,80.21025369
2016,Sonora,Población con alguna discapacidad,26,81.70767296
2020,Sonora,Cambio de residencia,26,
2018,Sonora,Cambio de residencia,26,
2016,Sonora,Cambio de residencia,26,
2020,Tabasco,Total,27,59.26925503
2018,Tabasco,Total,27,64.45513175
2016,Tabasco,Total,27,61.84075091
2020,Tabasco,Hombres,27,58.68678128
2018,Tabasco,Hombres,27,64.21935065
2016,Tabasco,Hombres,27,62.59395062
2020,Tabasco,Mujeres,27,59.81575797
2018,Tabasco,Mujeres,27,64.67120339
2016,Tabasco,Mujeres,27,61.11572925
2020,Tabasco,Hablantes de lengua indígena,27,
2018,Tabasco,Hablantes de lengua indígena,27,60.24888311
2016,Tabasco,Hablantes de lengua indígena,27,51.04876126
2020,Tabasco,Población con alguna discapacidad,27,51.70452138
2018,Tabasco,Población con alguna discapacidad,27,62.96723157
2016,Tabasco,Población con alguna discapacidad,27,61.30123666
2020,Tabasco,Cambio de residencia,27,
2018,Tabasco,Cambio de residencia,27,
2016,Tabasco,Cambio de residencia,27,
2020,Tamaulipas,Total,28,82.25908624
2018,Tamaulipas,Total,28,83.4655969
2016,Tamaulipas,Total,28,82.82018338
2020,Tamaulipas,Hombres,28,81.71152579
2018,Tamaulipas,Hombres,28,82.9422354
2016,Tamaulipas,Hombres,28,82.38703485
2020,Tamaulipas,Mujeres,28,82.78660224
2018,Tamaulipas,Mujeres,28,83.96152955
2016,Tamaulipas,Mujeres,28,83.22804797
2020,Tamaulipas,Hablantes de lengua indígena,28,92.85191405
2018,Tamaulipas,Hablantes de lengua indígena,28,93.00778769
2016,Tamaulipas,Hablantes de lengua indígena,28,91.00536315
2020,Tamaulipas,Población con alguna discapacidad,28,77.41448342
2018,Tamaulipas,Población con alguna discapacidad,28,87.03600618
2016,Tamaulipas,Población con alguna discapacidad,28,82.61754397
2020,Tamaulipas,Cambio de residencia,28,
2018,Tamaulipas,Cambio de residencia,28,
2016,Tamaulipas,Cambio de residencia,28,
2020,Tlaxcala,Total,29,41.7013321
2018,Tlaxcala,Total,29,40.71393312
2016,Tlaxcala,Total,29,38.89592252
2020,Tlaxcala,Hombres,29,41.80664398
2018,Tlaxcala,Hombres,29,39.68008676
2016,Tlaxcala,Hombres,29,39.19931338
2020,Tlaxcala,Mujeres,29,41.60394964
2018,Tlaxcala,Mujeres,29,41.67066369
2016,Tlaxcala,Mujeres,29,38.61575879
2020,Tlaxcala,Hablantes de lengua indígena,29,29.17998457
2018,Tlaxcala,Hablantes de lengua indígena,29,
2016,Tlaxcala,Hablantes de lengua indígena,29,
2020,Tlaxcala,Población con alguna discapacidad,29,38.72484902
2018,Tlaxcala,Población con alguna discapacidad,29,39.04826824
2016,Tlaxcala,Población con alguna discapacidad,29,40.156452
2020,Tlaxcala,Cambio de residencia,29,
2018,Tlaxcala,Cambio de residencia,29,
2016,Tlaxcala,Cambio de residencia,29,
2020,Veracruz de Ignacio de la Llave,Total,30,41.68175245
2018,Veracruz de Ignacio de la Llave,Total,30,45.60566078
2016,Veracruz de Ignacio de la Llave,Total,30,47.83750915
2020,Veracruz de Ignacio de la Llave,Hombres,30,41.47448403
2018,Veracruz de Ignacio de la Llave,Hombres,30,45.26152328
2016,Veracruz de Ignacio de la Llave,Hombres,30,46.99138889
2020,Veracruz de Ignacio de la Llave,Mujeres,30,41.87511164
2018,Veracruz de Ignacio de la Llave,Mujeres,30,45.92688165
2016,Veracruz de Ignacio de la Llave,Mujeres,30,48.63586227
2020,Veracruz de Ignacio de la Llave,Hablantes de lengua indígena,30,16.59395891
2018,Veracruz de Ignacio de la Llave,Hablantes de lengua indígena,30,28.00092404
2016,Veracruz de Ignacio de la Llave,Hablantes de lengua indígena,30,43.40217108
