Year,Entidad federativa,Municipio,GeoCode,Value
2020,Aguascalientes,San José de Gracia,1008,45.77092249
2018,Aguascalientes,San José de Gracia,1008,
2016,Aguascalientes,San José de Gracia,1008,
2015,Aguascalientes,San José de Gracia,1008,59.62567653
2010,Aguascalientes,San José de Gracia,1008,65.76763848
2020,Aguascalientes,Tepezalá,1009,37.64747244
2018,Aguascalientes,Tepezalá,1009,
2016,Aguascalientes,Tepezalá,1009,
2015,Aguascalientes,Tepezalá,1009,50.6642816
2010,Aguascalientes,Tepezalá,1009,65.77871527
2020,Aguascalientes,El Llano,1010,40.61210535
2018,Aguascalientes,El Llano,1010,
2016,Aguascalientes,El Llano,1010,
2015,Aguascalientes,El Llano,1010,55.06571274
2010,Aguascalientes,El Llano,1010,66.20865059
2020,Aguascalientes,San Francisco de los Romo,1011,37.79044059
2018,Aguascalientes,San Francisco de los Romo,1011,
2016,Aguascalientes,San Francisco de los Romo,1011,
2015,Aguascalientes,San Francisco de los Romo,1011,31.31244807
2010,Aguascalientes,San Francisco de los Romo,1011,42.22580673
2020,Baja California,,2,22.51011726
2018,Baja California,,2,23.59868708
2016,Baja California,,2,22.60486714
2015,Baja California,,2,
2010,Baja California,,2,
2020,Baja California,Ensenada,2001,22.29843917
2018,Baja California,Ensenada,2001,
2016,Baja California,Ensenada,2001,
2015,Baja California,Ensenada,2001,33.5032562
2010,Baja California,Ensenada,2001,34.57253161
2020,Baja California,Mexicali,2002,20.21900643
2018,Baja California,Mexicali,2002,
2016,Baja California,Mexicali,2002,
2015,Baja California,Mexicali,2002,25.67998619
2010,Baja California,Mexicali,2002,29.9620778
2020,Baja California,Tecate,2003,21.10669427
2018,Baja California,Tecate,2003,
2016,Baja California,Tecate,2003,
2015,Baja California,Tecate,2003,26.63846751
2010,Baja California,Tecate,2003,29.59257336
2020,Baja California,Tijuana,2004,23.70236267
2018,Baja California,Tijuana,2004,
2016,Baja California,Tijuana,2004,
2015,Baja California,Tijuana,2004,29.47376042
2010,Baja California,Tijuana,2004,31.0873472
2020,Baja California,Playas de Rosarito,2005,31.23257588
2018,Baja California,Playas de Rosarito,2005,
2016,Baja California,Playas de Rosarito,2005,
2015,Baja California,Playas de Rosarito,2005,37.82494142
2010,Baja California,Playas de Rosarito,2005,41.56470819
2020,Baja California,San Quintín,2006,34.90374178
2018,Baja California,San Quintín,2006,
2016,Baja California,San Quintín,2006,
2015,Baja California,San Quintín,2006,
2010,Baja California,San Quintín,2006,
2020,Baja California Sur,,3,27.60222417
2018,Baja California Sur,,3,18.57216428
2016,Baja California Sur,,3,22.88004985
2015,Baja California Sur,,3,
2010,Baja California Sur,,3,
2020,Baja California Sur,Comondú,3001,34.949686
2018,Baja California Sur,Comondú,3001,
2016,Baja California Sur,Comondú,3001,
2015,Baja California Sur,Comondú,3001,38.79241368
2010,Baja California Sur,Comondú,3001,42.83584997
2020,Baja California Sur,Mulegé,3002,24.11032719
2018,Baja California Sur,Mulegé,3002,
2016,Baja California Sur,Mulegé,3002,
2015,Baja California Sur,Mulegé,3002,27.8283989
2010,Baja California Sur,Mulegé,3002,39.68170979
2020,Baja California Sur,La Paz,3003,20.60725351
2018,Baja California Sur,La Paz,3003,
2016,Baja California Sur,La Paz,3003,
2015,Baja California Sur,La Paz,3003,24.27955927
2010,Baja California Sur,La Paz,3003,25.52063285
2020,Baja California Sur,Los Cabos,3008,31.69997751
2018,Baja California Sur,Los Cabos,3008,
2016,Baja California Sur,Los Cabos,3008,
2015,Baja California Sur,Los Cabos,3008,27.56212281
2010,Baja California Sur,Los Cabos,3008,30.12086187
2020,Baja California Sur,Loreto,3009,34.07996447
2018,Baja California Sur,Loreto,3009,
2016,Baja California Sur,Loreto,3009,
2015,Baja California Sur,Loreto,3009,41.31021255
2010,Baja California Sur,Loreto,3009,41.18463723
2020,Campeche,,4,50.5491472
2018,Campeche,,4,48.96429615
2016,Campeche,,4,45.6601916154813
2015,Campeche,,4,
2010,Campeche,,4,
2020,Campeche,Calkiní,4001,62.84214474
2018,Campeche,Calkiní,4001,
2016,Campeche,Calkiní,4001,
2015,Campeche,Calkiní,4001,58.21983614
2010,Campeche,Calkiní,4001,62.6360005
2020,Campeche,Campeche,4002,32.52943282
2018,Campeche,Campeche,4002,
2016,Campeche,Campeche,4002,
2015,Campeche,Campeche,4002,31.21541535
2010,Campeche,Campeche,4002,33.90225302
2020,Campeche,Carmen,4003,35.36471266
2018,Campeche,Carmen,4003,
2016,Campeche,Carmen,4003,
2015,Campeche,Carmen,4003,29.04279959
2010,Campeche,Carmen,4003,38.38472984
2020,Campeche,Champotón,4004,57.17333003
2018,Campeche,Champotón,4004,
2016,Campeche,Champotón,4004,
2015,Campeche,Champotón,4004,57.25925857
2010,Campeche,Champotón,4004,63.57839884
2020,Campeche,Hecelchakán,4005,66.68112693
2018,Campeche,Hecelchakán,4005,
2016,Campeche,Hecelchakán,4005,
2015,Campeche,Hecelchakán,4005,56.03133081
2010,Campeche,Hecelchakán,4005,64.69612228
2020,Campeche,Hopelchén,4006,74.85239887
2018,Campeche,Hopelchén,4006,
2016,Campeche,Hopelchén,4006,
2015,Campeche,Hopelchén,4006,69.03538646
2010,Campeche,Hopelchén,4006,79.11426335
2020,Campeche,Palizada,4007,59.86468886
2018,Campeche,Palizada,4007,
2016,Campeche,Palizada,4007,
2015,Campeche,Palizada,4007,60.36796117
2010,Campeche,Palizada,4007,61.465961
2020,Campeche,Tenabo,4008,53.86312068
2018,Campeche,Tenabo,4008,
2016,Campeche,Tenabo,4008,
2015,Campeche,Tenabo,4008,55.13675434
2010,Campeche,Tenabo,4008,66.96041643
2020,Campeche,Escárcega,4009,68.05553818
2018,Campeche,Escárcega,4009,
2016,Campeche,Escárcega,4009,
2015,Campeche,Escárcega,4009,59.08837549
2010,Campeche,Escárcega,4009,71.18852319
2020,Campeche,Calakmul,4010,82.97042741
2018,Campeche,Calakmul,4010,
2016,Campeche,Calakmul,4010,
2015,Campeche,Calakmul,4010,74.32685255
2010,Campeche,Calakmul,4010,82.87597181
2020,Campeche,Candelaria,4011,80.44920189
2018,Campeche,Candelaria,4011,
2016,Campeche,Candelaria,4011,
2015,Campeche,Candelaria,4011,67.59473009
2010,Campeche,Candelaria,4011,69.61558199
2020,Campeche,Seybaplaya,4012,
2018,Campeche,Seybaplaya,4012,
2016,Campeche,Seybaplaya,4012,
2015,Campeche,Seybaplaya,4012,
2010,Campeche,Seybaplaya,4012,
2020,Campeche,Dzitbalché,4013,
2018,Campeche,Dzitbalché,4013,
2016,Campeche,Dzitbalché,4013,
2015,Campeche,Dzitbalché,4013,
2010,Campeche,Dzitbalché,4013,
2020,Coahuila de Zaragoza,,5,25.61704125
2018,Coahuila de Zaragoza,,5,25.50770516
2016,Coahuila de Zaragoza,,5,27.0557127885082
2015,Coahuila de Zaragoza,,5,
2010,Coahuila de Zaragoza,,5,
2020,Coahuila de Zaragoza,Abasolo,5001,10.97482377
2018,Coahuila de Zaragoza,Abasolo,5001,
2016,Coahuila de Zaragoza,Abasolo,5001,
2015,Coahuila de Zaragoza,Abasolo,5001,3.936998855
2010,Coahuila de Zaragoza,Abasolo,5001,48.84388186
2020,Coahuila de Zaragoza,Acuña,5002,23.44589656
2018,Coahuila de Zaragoza,Acuña,5002,
2016,Coahuila de Zaragoza,Acuña,5002,
2015,Coahuila de Zaragoza,Acuña,5002,25.16731457
2010,Coahuila de Zaragoza,Acuña,5002,25.15189244
2020,Coahuila de Zaragoza,Allende,5003,24.79554425
2018,Coahuila de Zaragoza,Allende,5003,
2016,Coahuila de Zaragoza,Allende,5003,
2015,Coahuila de Zaragoza,Allende,5003,28.10684879
2010,Coahuila de Zaragoza,Allende,5003,29.39021349
2020,Coahuila de Zaragoza,Arteaga,5004,29.01452898
2018,Coahuila de Zaragoza,Arteaga,5004,
2016,Coahuila de Zaragoza,Arteaga,5004,
2015,Coahuila de Zaragoza,Arteaga,5004,41.0468642
2010,Coahuila de Zaragoza,Arteaga,5004,25.26020243
2020,Coahuila de Zaragoza,Candela,5005,33.39053628
2018,Coahuila de Zaragoza,Candela,5005,
2016,Coahuila de Zaragoza,Candela,5005,
2015,Coahuila de Zaragoza,Candela,5005,14.13279678
2010,Coahuila de Zaragoza,Candela,5005,61.1092437
2020,Coahuila de Zaragoza,Castaños,5006,33.74885378
2018,Coahuila de Zaragoza,Castaños,5006,
2016,Coahuila de Zaragoza,Castaños,5006,
2015,Coahuila de Zaragoza,Castaños,5006,23.2018848
2010,Coahuila de Zaragoza,Castaños,5006,30.29301387
2020,Coahuila de Zaragoza,Cuatro Ciénegas,5007,33.00322033
2018,Coahuila de Zaragoza,Cuatro Ciénegas,5007,
2016,Coahuila de Zaragoza,Cuatro Ciénegas,5007,
2015,Coahuila de Zaragoza,Cuatro Ciénegas,5007,39.18740121
2010,Coahuila de Zaragoza,Cuatro Ciénegas,5007,45.90333273
2020,Coahuila de Zaragoza,Escobedo,5008,29.06682259
2018,Coahuila de Zaragoza,Escobedo,5008,
2016,Coahuila de Zaragoza,Escobedo,5008,
2015,Coahuila de Zaragoza,Escobedo,5008,54.78971604
2010,Coahuila de Zaragoza,Escobedo,5008,64.06811024
2020,Coahuila de Zaragoza,Francisco I. Madero,5009,31.77256806
2018,Coahuila de Zaragoza,Francisco I. Madero,5009,
2016,Coahuila de Zaragoza,Francisco I. Madero,5009,
2015,Coahuila de Zaragoza,Francisco I. Madero,5009,35.6400687
2010,Coahuila de Zaragoza,Francisco I. Madero,5009,43.94800809
2020,Coahuila de Zaragoza,Frontera,5010,22.25022707
2018,Coahuila de Zaragoza,Frontera,5010,
2016,Coahuila de Zaragoza,Frontera,5010,
2015,Coahuila de Zaragoza,Frontera,5010,18.39671442
2010,Coahuila de Zaragoza,Frontera,5010,28.03211954
2020,Coahuila de Zaragoza,General Cepeda,5011,37.06473409
2018,Coahuila de Zaragoza,General Cepeda,5011,
2016,Coahuila de Zaragoza,General Cepeda,5011,
2015,Coahuila de Zaragoza,General Cepeda,5011,47.77969121
2010,Coahuila de Zaragoza,General Cepeda,5011,37.19100355
2020,Coahuila de Zaragoza,Guerrero,5012,23.83111111
2018,Coahuila de Zaragoza,Guerrero,5012,
2016,Coahuila de Zaragoza,Guerrero,5012,
2015,Coahuila de Zaragoza,Guerrero,5012,44.99934383
2010,Coahuila de Zaragoza,Guerrero,5012,51.19575758
2020,Coahuila de Zaragoza,Hidalgo,5013,24.1453879
2018,Coahuila de Zaragoza,Hidalgo,5013,
2016,Coahuila de Zaragoza,Hidalgo,5013,
2015,Coahuila de Zaragoza,Hidalgo,5013,31.64128728
2010,Coahuila de Zaragoza,Hidalgo,5013,58.05349794
2020,Coahuila de Zaragoza,Jiménez,5014,24.07012094
2018,Coahuila de Zaragoza,Jiménez,5014,
2016,Coahuila de Zaragoza,Jiménez,5014,
2015,Coahuila de Zaragoza,Jiménez,5014,44.67898204
2010,Coahuila de Zaragoza,Jiménez,5014,68.73092659
2020,Coahuila de Zaragoza,Juárez,5015,29.37865973
2018,Coahuila de Zaragoza,Juárez,5015,
2016,Coahuila de Zaragoza,Juárez,5015,
2015,Coahuila de Zaragoza,Juárez,5015,26.19721254
2010,Coahuila de Zaragoza,Juárez,5015,59.00271555
2020,Coahuila de Zaragoza,Lamadrid,5016,16.45734597
2018,Coahuila de Zaragoza,Lamadrid,5016,
2016,Coahuila de Zaragoza,Lamadrid,5016,
2015,Coahuila de Zaragoza,Lamadrid,5016,14.25940594
2010,Coahuila de Zaragoza,Lamadrid,5016,59.10543989
2020,Coahuila de Zaragoza,Matamoros,5017,27.90753861
2018,Coahuila de Zaragoza,Matamoros,5017,
2016,Coahuila de Zaragoza,Matamoros,5017,
2015,Coahuila de Zaragoza,Matamoros,5017,35.67726059
2010,Coahuila de Zaragoza,Matamoros,5017,42.55082615
2020,Coahuila de Zaragoza,Monclova,5018,22.8084837
2018,Coahuila de Zaragoza,Monclova,5018,
2016,Coahuila de Zaragoza,Monclova,5018,
2015,Coahuila de Zaragoza,Monclova,5018,17.65592017
2010,Coahuila de Zaragoza,Monclova,5018,19.40864543
2020,Coahuila de Zaragoza,Morelos,5019,22.94335938
2018,Coahuila de Zaragoza,Morelos,5019,
2016,Coahuila de Zaragoza,Morelos,5019,
2015,Coahuila de Zaragoza,Morelos,5019,38.05437382
2010,Coahuila de Zaragoza,Morelos,5019,36.88028884
2020,Coahuila de Zaragoza,Múzquiz,5020,28.9692517
2018,Coahuila de Zaragoza,Múzquiz,5020,
2016,Coahuila de Zaragoza,Múzquiz,5020,
2015,Coahuila de Zaragoza,Múzquiz,5020,27.64167308
2010,Coahuila de Zaragoza,Múzquiz,5020,38.48119699
2020,Coahuila de Zaragoza,Nadadores,5021,16.78891395
2018,Coahuila de Zaragoza,Nadadores,5021,
2016,Coahuila de Zaragoza,Nadadores,5021,
2015,Coahuila de Zaragoza,Nadadores,5021,20.79684668
2010,Coahuila de Zaragoza,Nadadores,5021,49.17449434
2020,Coahuila de Zaragoza,Nava,5022,24.40787473
2018,Coahuila de Zaragoza,Nava,5022,
2016,Coahuila de Zaragoza,Nava,5022,
2015,Coahuila de Zaragoza,Nava,5022,22.33519127
2010,Coahuila de Zaragoza,Nava,5022,31.30559989
2020,Coahuila de Zaragoza,Ocampo,5023,34.15234885
2018,Coahuila de Zaragoza,Ocampo,5023,
2016,Coahuila de Zaragoza,Ocampo,5023,
2015,Coahuila de Zaragoza,Ocampo,5023,39.61899215
2010,Coahuila de Zaragoza,Ocampo,5023,47.90380176
2020,Coahuila de Zaragoza,Parras,5024,30.00355334
2018,Coahuila de Zaragoza,Parras,5024,
2016,Coahuila de Zaragoza,Parras,5024,
2015,Coahuila de Zaragoza,Parras,5024,36.08318008
2010,Coahuila de Zaragoza,Parras,5024,39.06258924
2020,Coahuila de Zaragoza,Piedras Negras,5025,22.55408901
2018,Coahuila de Zaragoza,Piedras Negras,5025,
2016,Coahuila de Zaragoza,Piedras Negras,5025,
2015,Coahuila de Zaragoza,Piedras Negras,5025,28.37986474
2010,Coahuila de Zaragoza,Piedras Negras,5025,22.55644988
2020,Coahuila de Zaragoza,Progreso,5026,27.73269537
2018,Coahuila de Zaragoza,Progreso,5026,
2016,Coahuila de Zaragoza,Progreso,5026,
2015,Coahuila de Zaragoza,Progreso,5026,22.94951316
2010,Coahuila de Zaragoza,Progreso,5026,57.80805538
2020,Coahuila de Zaragoza,Ramos Arizpe,5027,16.80567768
2018,Coahuila de Zaragoza,Ramos Arizpe,5027,
2016,Coahuila de Zaragoza,Ramos Arizpe,5027,
2015,Coahuila de Zaragoza,Ramos Arizpe,5027,17.78529493
2010,Coahuila de Zaragoza,Ramos Arizpe,5027,18.31958703
2020,Coahuila de Zaragoza,Sabinas,5028,20.64001811
2018,Coahuila de Zaragoza,Sabinas,5028,
2016,Coahuila de Zaragoza,Sabinas,5028,
2015,Coahuila de Zaragoza,Sabinas,5028,22.05905564
2010,Coahuila de Zaragoza,Sabinas,5028,23.79633266
2020,Coahuila de Zaragoza,Sacramento,5029,16.63130435
2018,Coahuila de Zaragoza,Sacramento,5029,
2016,Coahuila de Zaragoza,Sacramento,5029,
2015,Coahuila de Zaragoza,Sacramento,5029,20.12447158
2010,Coahuila de Zaragoza,Sacramento,5029,53.85135855
2020,Coahuila de Zaragoza,Saltillo,5030,17.63466007
2018,Coahuila de Zaragoza,Saltillo,5030,
2016,Coahuila de Zaragoza,Saltillo,5030,
2015,Coahuila de Zaragoza,Saltillo,5030,17.52616417
2010,Coahuila de Zaragoza,Saltillo,5030,20.77459794
2020,Coahuila de Zaragoza,San Buenaventura,5031,23.10848161
2018,Coahuila de Zaragoza,San Buenaventura,5031,
2016,Coahuila de Zaragoza,San Buenaventura,5031,
2015,Coahuila de Zaragoza,San Buenaventura,5031,18.95356975
2010,Coahuila de Zaragoza,San Buenaventura,5031,26.95847579
2020,Coahuila de Zaragoza,San Juan de Sabinas,5032,22.41357898
2018,Coahuila de Zaragoza,San Juan de Sabinas,5032,
2016,Coahuila de Zaragoza,San Juan de Sabinas,5032,
2015,Coahuila de Zaragoza,San Juan de Sabinas,5032,21.73641158
2010,Coahuila de Zaragoza,San Juan de Sabinas,5032,17.41129968
2020,Coahuila de Zaragoza,San Pedro,5033,41.38239374
2018,Coahuila de Zaragoza,San Pedro,5033,
2016,Coahuila de Zaragoza,San Pedro,5033,
2015,Coahuila de Zaragoza,San Pedro,5033,48.51832168
2010,Coahuila de Zaragoza,San Pedro,5033,47.02459283
2020,Coahuila de Zaragoza,Sierra Mojada,5034,25.50420301
2018,Coahuila de Zaragoza,Sierra Mojada,5034,
2016,Coahuila de Zaragoza,Sierra Mojada,5034,
2015,Coahuila de Zaragoza,Sierra Mojada,5034,16.86746419
2010,Coahuila de Zaragoza,Sierra Mojada,5034,32.58270825
2020,Coahuila de Zaragoza,Torreón,5035,25.99876746
2018,Coahuila de Zaragoza,Torreón,5035,
2016,Coahuila de Zaragoza,Torreón,5035,
2015,Coahuila de Zaragoza,Torreón,5035,26.16052711
2010,Coahuila de Zaragoza,Torreón,5035,30.14990166
2020,Coahuila de Zaragoza,Viesca,5036,43.25314708
2018,Coahuila de Zaragoza,Viesca,5036,
2016,Coahuila de Zaragoza,Viesca,5036,
2015,Coahuila de Zaragoza,Viesca,5036,50.01759609
2010,Coahuila de Zaragoza,Viesca,5036,63.22730105
2020,Coahuila de Zaragoza,Villa Unión,5037,26.58951175
2018,Coahuila de Zaragoza,Villa Unión,5037,
2016,Coahuila de Zaragoza,Villa Unión,5037,
2015,Coahuila de Zaragoza,Villa Unión,5037,38.3211326
2010,Coahuila de Zaragoza,Villa Unión,5037,52.70822388
2020,Coahuila de Zaragoza,Zaragoza,5038,32.78480981
2018,Coahuila de Zaragoza,Zaragoza,5038,
2016,Coahuila de Zaragoza,Zaragoza,5038,
2015,Coahuila de Zaragoza,Zaragoza,5038,34.84399303
2010,Coahuila de Zaragoza,Zaragoza,5038,37.92481448
2020,Colima,,6,26.69352654
2018,Colima,,6,30.41075004
2016,Colima,,6,32.533197212964
2015,Colima,,6,
2010,Colima,,6,
2020,Colima,Armería,6001,38.42671262
2018,Colima,Armería,6001,
2016,Colima,Armería,6001,
2015,Colima,Armería,6001,51.11288267
2010,Colima,Armería,6001,47.44624944
2020,Colima,Colima,6002,24.96142634
2018,Colima,Colima,6002,
2016,Colima,Colima,6002,
2015,Colima,Colima,6002,27.56208647
2010,Colima,Colima,6002,30.22903344
2020,Colima,Comala,6003,46.38506684
2018,Colima,Comala,6003,
2016,Colima,Comala,6003,
2015,Colima,Comala,6003,44.21825751
2010,Colima,Comala,6003,49.58545977
2020,Colima,Coquimatlán,6004,44.04072665
2018,Colima,Coquimatlán,6004,
2016,Colima,Coquimatlán,6004,
2015,Colima,Coquimatlán,6004,44.8748003
2010,Colima,Coquimatlán,6004,44.04166008
2020,Colima,Cuauhtémoc,6005,29.07812775
2018,Colima,Cuauhtémoc,6005,
2016,Colima,Cuauhtémoc,6005,
2015,Colima,Cuauhtémoc,6005,35.86870265
2010,Colima,Cuauhtémoc,6005,39.60853577
2020,Colima,Ixtlahuacán,6006,41.78393051
2018,Colima,Ixtlahuacán,6006,
2016,Colima,Ixtlahuacán,6006,
2015,Colima,Ixtlahuacán,6006,59.85032283
2010,Colima,Ixtlahuacán,6006,57.61102165
2020,Colima,Manzanillo,6007,24.7426871
2018,Colima,Manzanillo,6007,
2016,Colima,Manzanillo,6007,
2015,Colima,Manzanillo,6007,27.15539783
2010,Colima,Manzanillo,6007,30.20644327
2020,Colima,Minatitlán,6008,27.99685006
2018,Colima,Minatitlán,6008,
2016,Colima,Minatitlán,6008,
2015,Colima,Minatitlán,6008,47.36308567
2010,Colima,Minatitlán,6008,53.04947526
2020,Colima,Tecomán,6009,37.88905983
2018,Colima,Tecomán,6009,
2016,Colima,Tecomán,6009,
2015,Colima,Tecomán,6009,48.71954594
2010,Colima,Tecomán,6009,44.83317575
2020,Colima,Villa de Álvarez,6010,19.42196088
2018,Colima,Villa de Álvarez,6010,
2016,Colima,Villa de Álvarez,6010,
2015,Colima,Villa de Álvarez,6010,24.26379653
2010,Colima,Villa de Álvarez,6010,24.76395778
2020,Chiapas,,7,75.49128992
2018,Chiapas,,7,77.99501847
2016,Chiapas,,7,77.91276457
2015,Chiapas,,7,
2010,Chiapas,,7,
2020,Chiapas,Acacoyagua,7001,76.99915969
2018,Chiapas,Acacoyagua,7001,
2016,Chiapas,Acacoyagua,7001,
2015,Chiapas,Acacoyagua,7001,78.77426227
2010,Chiapas,Acacoyagua,7001,90.78183326
2020,Chiapas,Acala,7002,77.5214052
2018,Chiapas,Acala,7002,
2016,Chiapas,Acala,7002,
2015,Chiapas,Acala,7002,74.90130649
2010,Chiapas,Acala,7002,86.69101177
2020,Chiapas,Acapetahua,7003,57.94309704
2018,Chiapas,Acapetahua,7003,
2016,Chiapas,Acapetahua,7003,
2015,Chiapas,Acapetahua,7003,74.02162809
2010,Chiapas,Acapetahua,7003,81.50685188
2020,Chiapas,Altamirano,7004,94.63617143
2018,Chiapas,Altamirano,7004,
2016,Chiapas,Altamirano,7004,
2015,Chiapas,Altamirano,7004,95.08366735
2010,Chiapas,Altamirano,7004,85.08221884
2020,Chiapas,Amatán,7005,90.44397805
2018,Chiapas,Amatán,7005,
2016,Chiapas,Amatán,7005,
2015,Chiapas,Amatán,7005,91.87097181
2010,Chiapas,Amatán,7005,95.74167595
2020,Chiapas,Amatenango de la Frontera,7006,80.30813547
2018,Chiapas,Amatenango de la Frontera,7006,
2016,Chiapas,Amatenango de la Frontera,7006,
2015,Chiapas,Amatenango de la Frontera,7006,83.74550847
2010,Chiapas,Amatenango de la Frontera,7006,86.65681582
2020,Chiapas,Amatenango del Valle,7007,94.27370959
2018,Chiapas,Amatenango del Valle,7007,
2016,Chiapas,Amatenango del Valle,7007,
2015,Chiapas,Amatenango del Valle,7007,95.64039735
2010,Chiapas,Amatenango del Valle,7007,96.30771999
2020,Chiapas,Angel Albino Corzo,7008,84.96172532
2018,Chiapas,Angel Albino Corzo,7008,
2016,Chiapas,Angel Albino Corzo,7008,
2015,Chiapas,Angel Albino Corzo,7008,89.18590825
2010,Chiapas,Angel Albino Corzo,7008,92.12190164
2020,Chiapas,Arriaga,7009,62.09969159
2018,Chiapas,Arriaga,7009,
2016,Chiapas,Arriaga,7009,
2015,Chiapas,Arriaga,7009,65.07062774
2010,Chiapas,Arriaga,7009,69.25624493
2020,Chiapas,Bejucal de Ocampo,7010,93.87566462
2018,Chiapas,Bejucal de Ocampo,7010,
2016,Chiapas,Bejucal de Ocampo,7010,
2015,Chiapas,Bejucal de Ocampo,7010,97.11732007
2010,Chiapas,Bejucal de Ocampo,7010,93.81758629
2020,Chiapas,Bella Vista,7011,82.61813827
2018,Chiapas,Bella Vista,7011,
2016,Chiapas,Bella Vista,7011,
2015,Chiapas,Bella Vista,7011,88.83717127
2010,Chiapas,Bella Vista,7011,94.00829328
2020,Chiapas,Berriozábal,7012,61.64163774
2018,Chiapas,Berriozábal,7012,
2016,Chiapas,Berriozábal,7012,
2015,Chiapas,Berriozábal,7012,66.52524868
2010,Chiapas,Berriozábal,7012,76.92561665
2020,Chiapas,Bochil,7013,78.27507511
2018,Chiapas,Bochil,7013,
2016,Chiapas,Bochil,7013,
2015,Chiapas,Bochil,7013,82.36598251
2010,Chiapas,Bochil,7013,87.16030265
2020,Chiapas,El Bosque,7014,96.26514008
2018,Chiapas,El Bosque,7014,
2016,Chiapas,El Bosque,7014,
2015,Chiapas,El Bosque,7014,97.95309663
2010,Chiapas,El Bosque,7014,97.12232913
2020,Chiapas,Cacahoatán,7015,76.63407169
2018,Chiapas,Cacahoatán,7015,
2016,Chiapas,Cacahoatán,7015,
2015,Chiapas,Cacahoatán,7015,74.06383836
2010,Chiapas,Cacahoatán,7015,70.02456413
2020,Chiapas,Catazajá,7016,67.40609998
2018,Chiapas,Catazajá,7016,
2016,Chiapas,Catazajá,7016,
2015,Chiapas,Catazajá,7016,76.05252972
2010,Chiapas,Catazajá,7016,76.23767843
2020,Chiapas,Cintalapa,7017,71.95149135
2018,Chiapas,Cintalapa,7017,
2016,Chiapas,Cintalapa,7017,
2015,Chiapas,Cintalapa,7017,70.06942502
2010,Chiapas,Cintalapa,7017,80.74682815
2020,Chiapas,Coapilla,7018,82.90222177
2018,Chiapas,Coapilla,7018,
2016,Chiapas,Coapilla,7018,
2015,Chiapas,Coapilla,7018,95.12339085
2010,Chiapas,Coapilla,7018,90.83962677
2020,Chiapas,Comitán de Domínguez,7019,68.77165237
2018,Chiapas,Comitán de Domínguez,7019,
2016,Chiapas,Comitán de Domínguez,7019,
2015,Chiapas,Comitán de Domínguez,7019,66.54233961
2010,Chiapas,Comitán de Domínguez,7019,66.68862894
2020,Chiapas,La Concordia,7020,76.23593869
2018,Chiapas,La Concordia,7020,
2016,Chiapas,La Concordia,7020,
2015,Chiapas,La Concordia,7020,86.31969382
2010,Chiapas,La Concordia,7020,87.13353829
2020,Chiapas,Copainalá,7021,74.78055577
2018,Chiapas,Copainalá,7021,
2016,Chiapas,Copainalá,7021,
2015,Chiapas,Copainalá,7021,78.82185577
2010,Chiapas,Copainalá,7021,79.21988397
2020,Chiapas,Chalchihuitán,7022,98.86916794
2018,Chiapas,Chalchihuitán,7022,
2016,Chiapas,Chalchihuitán,7022,
2015,Chiapas,Chalchihuitán,7022,99.26780859
2010,Chiapas,Chalchihuitán,7022,99.16619764
2020,Chiapas,Chamula,7023,96.31732611
2018,Chiapas,Chamula,7023,
