Year,Entidad federativa,"Sexo","Grupo de edad",GeoCode,Value
2014,"Aguascalientes","Hombres","De 25 a 64 años",01,4.486360592562279
2022,"Aguascalientes","Hombres","De 65 años y más",01,0.21528010333445
2021,"Aguascalientes","Hombres","De 65 años y más",01,0.6583993863462
2020,"Aguascalientes","Hombres","De 65 años y más",01,1.40228179859419
2019,"Aguascalientes","Hombres","De 65 años y más",01,1.0522227322481503
2018,"Aguascalientes","Hombres","De 65 años y más",01,1.03888105541239
2017,"Aguascalientes","Hombres","De 65 años y más",01,0.77648149578923
2016,"Aguascalientes","Hombres","De 65 años y más",01,0.3518533671549
2015,"Aguascalientes","Hombres","De 65 años y más",01,1.7483838468642399
2014,"Aguascalientes","Hombres","De 65 años y más",01,1.5826982307052402
2022,"Aguascalientes","Mujeres","Total",01,3.68080839363679
2021,"Aguascalientes","Mujeres","Total",01,3.5803319120351405
2020,"Aguascalientes","Mujeres","Total",01,3.64785121255187
2019,"Aguascalientes","Mujeres","Total",01,3.1111745397459702
2018,"Aguascalientes","Mujeres","Total",01,3.2978312321885705
2017,"Aguascalientes","Mujeres","Total",01,3.22208418723589
2016,"Aguascalientes","Mujeres","Total",01,3.7464627526585095
2015,"Aguascalientes","Mujeres","Total",01,3.88338796098212
2014,"Aguascalientes","Mujeres","Total",01,5.52715547893947
2022,"Aguascalientes","Mujeres","De 15 a 24 años",01,7.87649366049439
2021,"Aguascalientes","Mujeres","De 15 a 24 años",01,8.580895027871678
2020,"Aguascalientes","Mujeres","De 15 a 24 años",01,7.955844737555551
2019,"Aguascalientes","Mujeres","De 15 a 24 años",01,7.451819892798569
2018,"Aguascalientes","Mujeres","De 15 a 24 años",01,7.805387870723089
2017,"Aguascalientes","Mujeres","De 15 a 24 años",01,7.17803474464669
2016,"Aguascalientes","Mujeres","De 15 a 24 años",01,8.05578566322072
2015,"Aguascalientes","Mujeres","De 15 a 24 años",01,9.14164974829278
2014,"Aguascalientes","Mujeres","De 15 a 24 años",01,12.3716529092007
2022,"Aguascalientes","Mujeres","De 25 a 64 años",01,2.79282416132116
2021,"Aguascalientes","Mujeres","De 25 a 64 años",01,2.5907505562220696
2020,"Aguascalientes","Mujeres","De 25 a 64 años",01,2.8105965812142597
2019,"Aguascalientes","Mujeres","De 25 a 64 años",01,2.1708834486142
2018,"Aguascalientes","Mujeres","De 25 a 64 años",01,2.30116392879993
2017,"Aguascalientes","Mujeres","De 25 a 64 años",01,2.35741356729755
2016,"Aguascalientes","Mujeres","De 25 a 64 años",01,2.75969591472593
2015,"Aguascalientes","Mujeres","De 25 a 64 años",01,2.70196158155763
2014,"Aguascalientes","Mujeres","De 25 a 64 años",01,3.7987520006220596
2022,"Aguascalientes","Mujeres","De 65 años y más",01,0.39633291965251
2021,"Aguascalientes","Mujeres","De 65 años y más",01,0
2020,"Aguascalientes","Mujeres","De 65 años y más",01,0
2019,"Aguascalientes","Mujeres","De 65 años y más",01,0
2018,"Aguascalientes","Mujeres","De 65 años y más",01,0.31502800248911006
2017,"Aguascalientes","Mujeres","De 65 años y más",01,0.31807148238051
2016,"Aguascalientes","Mujeres","De 65 años y más",01,0
2015,"Aguascalientes","Mujeres","De 65 años y más",01,0.66434813625825
2014,"Aguascalientes","Mujeres","De 65 años y más",01,1.0131391483299
2022,"Baja California","Total","Total",02,2.43149368441428
2021,"Baja California","Total","Total",02,2.47946335429188
2020,"Baja California","Total","Total",02,2.56677564787727
2019,"Baja California","Total","Total",02,2.5475224342010496
2018,"Baja California","Total","Total",02,2.51513549359389
2017,"Baja California","Total","Total",02,2.85212403531034
2016,"Baja California","Total","Total",02,2.6870433117422503
2015,"Baja California","Total","Total",02,4.16621056652101
2014,"Baja California","Total","Total",02,5.68500909651081
2022,"Baja California","Total","De 15 a 24 años",02,5.11038980975155
2021,"Baja California","Total","De 15 a 24 años",02,4.59218266591137
2020,"Baja California","Total","De 15 a 24 años",02,4.51528740144042
2019,"Baja California","Total","De 15 a 24 años",02,5.6016080860033
2018,"Baja California","Total","De 15 a 24 años",02,5.77299893184951
2017,"Baja California","Total","De 15 a 24 años",02,5.22821125663204
2016,"Baja California","Total","De 15 a 24 años",02,5.68557438058706
2015,"Baja California","Total","De 15 a 24 años",02,8.29626508946532
2014,"Baja California","Total","De 15 a 24 años",02,12.982192235372198
2022,"Baja California","Total","De 25 a 64 años",02,1.92841517212216
2021,"Baja California","Total","De 25 a 64 años",02,2.09245483912588
2020,"Baja California","Total","De 25 a 64 años",02,2.2698820171893996
2019,"Baja California","Total","De 25 a 64 años",02,1.93157358994239
2018,"Baja California","Total","De 25 a 64 años",02,1.82031617317666
2017,"Baja California","Total","De 25 a 64 años",02,2.36626067315805
2016,"Baja California","Total","De 25 a 64 años",02,2.06048783232073
2015,"Baja California","Total","De 25 a 64 años",02,3.3496823672927794
2014,"Baja California","Total","De 25 a 64 años",02,4.12492033651455
2022,"Baja California","Total","De 65 años y más",02,1.82748806463459
2021,"Baja California","Total","De 65 años y más",02,1.7186716301842002
2020,"Baja California","Total","De 65 años y más",02,1.36882732367558
2019,"Baja California","Total","De 65 años y más",02,1.53392532321474
2018,"Baja California","Total","De 65 años y más",02,1.1302544546768
2017,"Baja California","Total","De 65 años y más",02,1.6835066427077499
2016,"Baja California","Total","De 65 años y más",02,1.8746314901094798
2015,"Baja California","Total","De 65 años y más",02,2.06202016606627
2014,"Baja California","Total","De 65 años y más",02,2.79459434479207
2022,"Baja California","Hombres","Total",02,2.73789052346095
2021,"Baja California","Hombres","Total",02,2.49140962365021
2020,"Baja California","Hombres","Total",02,2.8010004656277
2019,"Baja California","Hombres","Total",02,2.7207481402841798
2018,"Baja California","Hombres","Total",02,2.53099008116347
2017,"Baja California","Hombres","Total",02,2.98871487310412
2016,"Baja California","Hombres","Total",02,2.70800533302705
2015,"Baja California","Hombres","Total",02,4.44982511416335
2014,"Baja California","Hombres","Total",02,6.0734527714045194
2022,"Baja California","Hombres","De 15 a 24 años",02,5.67770115461451
2021,"Baja California","Hombres","De 15 a 24 años",02,4.692424947950799
2020,"Baja California","Hombres","De 15 a 24 años",02,4.0210514454641
2019,"Baja California","Hombres","De 15 a 24 años",02,5.745443761458
2018,"Baja California","Hombres","De 15 a 24 años",02,5.32086593452861
2017,"Baja California","Hombres","De 15 a 24 años",02,5.17273200802241
2016,"Baja California","Hombres","De 15 a 24 años",02,5.23393085044669
2015,"Baja California","Hombres","De 15 a 24 años",02,8.826884331701239
2014,"Baja California","Hombres","De 15 a 24 años",02,13.1200838406911
2022,"Baja California","Hombres","De 25 a 64 años",02,2.16812663459594
2021,"Baja California","Hombres","De 25 a 64 años",02,2.08216857796004
2020,"Baja California","Hombres","De 25 a 64 años",02,2.6020137286727
2019,"Baja California","Hombres","De 25 a 64 años",02,2.09935677798968
2018,"Baja California","Hombres","De 25 a 64 años",02,1.91844726068184
2017,"Baja California","Hombres","De 25 a 64 años",02,2.54381982235466
2016,"Baja California","Hombres","De 25 a 64 años",02,2.17910315218542
2015,"Baja California","Hombres","De 25 a 64 años",02,3.56753426435032
2014,"Baja California","Hombres","De 25 a 64 años",02,4.57775868033285
2022,"Baja California","Hombres","De 65 años y más",02,2.42091780279914
2021,"Baja California","Hombres","De 65 años y más",02,1.70718167675259
2020,"Baja California","Hombres","De 65 años y más",02,2.1766911603975
2019,"Baja California","Hombres","De 65 años y más",02,1.95952658463512
2018,"Baja California","Hombres","De 65 años y más",02,1.29197096141458
2017,"Baja California","Hombres","De 65 años y más",02,1.95920310891971
2016,"Baja California","Hombres","De 65 años y más",02,2.36717985227374
2015,"Baja California","Hombres","De 65 años y más",02,2.4140380272455704
2014,"Baja California","Hombres","De 65 años y más",02,3.1223374041465495
2022,"Baja California","Mujeres","Total",02,1.97202266318296
2021,"Baja California","Mujeres","Total",02,2.46095667547764
2020,"Baja California","Mujeres","Total",02,2.18481228703533
2019,"Baja California","Mujeres","Total",02,2.2861003142776
2018,"Baja California","Mujeres","Total",02,2.4909493782166696
2017,"Baja California","Mujeres","Total",02,2.642917141635
2016,"Baja California","Mujeres","Total",02,2.6540844561726193
2015,"Baja California","Mujeres","Total",02,3.70678383125411
2014,"Baja California","Mujeres","Total",02,5.077109679293421
2022,"Baja California","Mujeres","De 15 a 24 años",02,4.24332203448306
2021,"Baja California","Mujeres","De 15 a 24 años",02,4.43154678877859
2020,"Baja California","Mujeres","De 15 a 24 años",02,5.408196868544741
2019,"Baja California","Mujeres","De 15 a 24 años",02,5.38248280110894
2018,"Baja California","Mujeres","De 15 a 24 años",02,6.516182319634029
2017,"Baja California","Mujeres","De 15 a 24 años",02,5.31227536661205
2016,"Baja California","Mujeres","De 15 a 24 años",02,6.36736016393478
2015,"Baja California","Mujeres","De 15 a 24 años",02,7.408292275024439
2014,"Baja California","Mujeres","De 15 a 24 años",02,12.7653423357182
2022,"Baja California","Mujeres","De 25 a 64 años",02,1.5754771206984197
2021,"Baja California","Mujeres","De 25 a 64 años",02,2.1080969594337904
2020,"Baja California","Mujeres","De 25 a 64 años",02,1.7383815152309097
2019,"Baja California","Mujeres","De 25 a 64 años",02,1.67971996821704
2018,"Baja California","Mujeres","De 25 a 64 años",02,1.67482738089949
2017,"Baja California","Mujeres","De 25 a 64 años",02,2.09496407429964
2016,"Baja California","Mujeres","De 25 a 64 años",02,1.87331265648503
2015,"Baja California","Mujeres","De 25 a 64 años",02,3.00179547402743
2014,"Baja California","Mujeres","De 25 a 64 años",02,3.42894098363481
2022,"Baja California","Mujeres","De 65 años y más",02,0.53984837681708
2021,"Baja California","Mujeres","De 65 años y más",02,1.74215051956418
2020,"Baja California","Mujeres","De 65 años y más",02,0
2019,"Baja California","Mujeres","De 65 años y más",02,0.8243012351475799
2018,"Baja California","Mujeres","De 65 años y más",02,0.78826932790473
2017,"Baja California","Mujeres","De 65 años y más",02,1.19494801023463
2016,"Baja California","Mujeres","De 65 años y más",02,0.96166534705727
2015,"Baja California","Mujeres","De 65 años y más",02,1.33443752235042
2014,"Baja California","Mujeres","De 65 años y más",02,1.8428310007989899
2022,"Baja California Sur","Total","Total",03,2.83136480329663
2021,"Baja California Sur","Total","Total",03,4.04478335464064
2020,"Baja California Sur","Total","Total",03,4.73950538509903
2019,"Baja California Sur","Total","Total",03,4.479527479616139
2018,"Baja California Sur","Total","Total",03,3.7841252424918195
2017,"Baja California Sur","Total","Total",03,4.35671981306417
2016,"Baja California Sur","Total","Total",03,4.607257130413999
2015,"Baja California Sur","Total","Total",03,4.7856529993859
2014,"Baja California Sur","Total","Total",03,5.88951181715658
2022,"Baja California Sur","Total","De 15 a 24 años",03,6.634761572034001
2021,"Baja California Sur","Total","De 15 a 24 años",03,9.619035074806108
2020,"Baja California Sur","Total","De 15 a 24 años",03,12.8760325710836
2019,"Baja California Sur","Total","De 15 a 24 años",03,9.22707718319846
2018,"Baja California Sur","Total","De 15 a 24 años",03,7.916128240483389
2017,"Baja California Sur","Total","De 15 a 24 años",03,10.0247529561713
2016,"Baja California Sur","Total","De 15 a 24 años",03,10.635157552500202
2015,"Baja California Sur","Total","De 15 a 24 años",03,10.440325967443
2014,"Baja California Sur","Total","De 15 a 24 años",03,11.140751195188999
2022,"Baja California Sur","Total","De 25 a 64 años",03,2.1268482670946
2021,"Baja California Sur","Total","De 25 a 64 años",03,3.06955308159684
2020,"Baja California Sur","Total","De 25 a 64 años",03,3.29896338413446
2019,"Baja California Sur","Total","De 25 a 64 años",03,3.49389440102188
2018,"Baja California Sur","Total","De 25 a 64 años",03,2.9006078572008396
2017,"Baja California Sur","Total","De 25 a 64 años",03,3.18963576938753
2016,"Baja California Sur","Total","De 25 a 64 años",03,3.43463010345485
2015,"Baja California Sur","Total","De 25 a 64 años",03,3.54038990097348
2014,"Baja California Sur","Total","De 25 a 64 años",03,4.72724636016155
2022,"Baja California Sur","Total","De 65 años y más",03,1.31170240634707
2021,"Baja California Sur","Total","De 65 años y más",03,2.22353658761991
2020,"Baja California Sur","Total","De 65 años y más",03,1.23712288447388
2019,"Baja California Sur","Total","De 65 años y más",03,1.96507505798941
2018,"Baja California Sur","Total","De 65 años y más",03,1.7894336073100303
2017,"Baja California Sur","Total","De 65 años y más",03,1.77762908442065
2016,"Baja California Sur","Total","De 65 años y más",03,1.55124123237498
2015,"Baja California Sur","Total","De 65 años y más",03,3.21126314956893
2014,"Baja California Sur","Total","De 65 años y más",03,2.5521007466845
2022,"Baja California Sur","Hombres","Total",03,2.5461956232207794
2021,"Baja California Sur","Hombres","Total",03,3.59795156355861
2020,"Baja California Sur","Hombres","Total",03,4.50518783814097
2019,"Baja California Sur","Hombres","Total",03,3.9821202046247905
2018,"Baja California Sur","Hombres","Total",03,3.4240157401451596
2017,"Baja California Sur","Hombres","Total",03,3.6542981108198505
2016,"Baja California Sur","Hombres","Total",03,4.30434263026789
2015,"Baja California Sur","Hombres","Total",03,4.38977464701966
2014,"Baja California Sur","Hombres","Total",03,5.33997816397445
2022,"Baja California Sur","Hombres","De 15 a 24 años",03,6.25780793343343
2021,"Baja California Sur","Hombres","De 15 a 24 años",03,8.851483993857999
2020,"Baja California Sur","Hombres","De 15 a 24 años",03,12.209137511516401
2019,"Baja California Sur","Hombres","De 15 a 24 años",03,8.12165568104289
2018,"Baja California Sur","Hombres","De 15 a 24 años",03,7.763500216295921
2017,"Baja California Sur","Hombres","De 15 a 24 años",03,8.548696319018402
2016,"Baja California Sur","Hombres","De 15 a 24 años",03,10.0081662859986
2015,"Baja California Sur","Hombres","De 15 a 24 años",03,9.2605687155917
2014,"Baja California Sur","Hombres","De 15 a 24 años",03,9.363978404646348
2022,"Baja California Sur","Hombres","De 25 a 64 años",03,1.7910687025681897
2021,"Baja California Sur","Hombres","De 25 a 64 años",03,2.6565656565656606
2020,"Baja California Sur","Hombres","De 25 a 64 años",03,3.11991144122268
2019,"Baja California Sur","Hombres","De 25 a 64 años",03,3.0872171983172696
2018,"Baja California Sur","Hombres","De 25 a 64 años",03,2.46961134358228
2017,"Baja California Sur","Hombres","De 25 a 64 años",03,2.61889878065429
2016,"Baja California Sur","Hombres","De 25 a 64 años",03,3.11023808958625
2015,"Baja California Sur","Hombres","De 25 a 64 años",03,3.2114573535212503
2014,"Baja California Sur","Hombres","De 25 a 64 años",03,4.39813077096314
2022,"Baja California Sur","Hombres","De 65 años y más",03,1.7951394930688502
2021,"Baja California Sur","Hombres","De 65 años y más",03,2.0891740349363803
2020,"Baja California Sur","Hombres","De 65 años y más",03,1.2071395021136697
2019,"Baja California Sur","Hombres","De 65 años y más",03,2.1914050594331
2018,"Baja California Sur","Hombres","De 65 años y más",03,2.10577389616691
2017,"Baja California Sur","Hombres","De 65 años y más",03,2.26640159045726
2016,"Baja California Sur","Hombres","De 65 años y más",03,1.4394499244931398
2015,"Baja California Sur","Hombres","De 65 años y más",03,4.59224069675376
