Year,Entidad federativa,"Índice de finalización","Población que finalizó el nivel de instrucción",GeoCode,Value
2018,"Estados Unidos Mexicanos","Indice de finalización secundaria","Hombres",00,87.44113202999999
2016,"Estados Unidos Mexicanos","Indice de finalización secundaria","Hombres",00,86.49860488
2020,"Estados Unidos Mexicanos","Indice de finalización secundaria","Mujeres",00,91.44426779000001
2018,"Estados Unidos Mexicanos","Indice de finalización secundaria","Mujeres",00,89.8030099
2016,"Estados Unidos Mexicanos","Indice de finalización secundaria","Mujeres",00,88.64038628000002
2020,"Estados Unidos Mexicanos","Indice de finalización secundaria","Hablantes de lengua indígena",00,73.20163096
2018,"Estados Unidos Mexicanos","Indice de finalización secundaria","Hablantes de lengua indígena",00,68.16871889
2016,"Estados Unidos Mexicanos","Indice de finalización secundaria","Hablantes de lengua indígena",00,65.49714521
2020,"Estados Unidos Mexicanos","Indice de finalización secundaria","Población con alguna discapacidad",00,72.27266782
2018,"Estados Unidos Mexicanos","Indice de finalización secundaria","Población con alguna discapacidad",00,60.490843219999995
2016,"Estados Unidos Mexicanos","Indice de finalización secundaria","Población con alguna discapacidad",00,57.15057332999999
2020,"Estados Unidos Mexicanos","Indice de finalización secundaria","Cambio de residencia",00,85.42144487999998
2018,"Estados Unidos Mexicanos","Indice de finalización secundaria","Cambio de residencia",00,82.39692981
2016,"Estados Unidos Mexicanos","Indice de finalización secundaria","Cambio de residencia",00,83.29025747000001
2020,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Total",00,61.53509487000001
2018,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Total",00,58.69460629000001
2016,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Total",00,54.77185162
2020,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Hombres",00,59.608742160000006
2018,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Hombres",00,56.49383687
2016,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Hombres",00,54.75024403999999
2020,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Mujeres",00,63.4695238
2018,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Mujeres",00,60.84936517
2016,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Mujeres",00,54.79390994
2020,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",00,36.60412413
2018,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",00,32.10211893000001
2016,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",00,28.290154059999995
2020,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",00,34.34230029
2018,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",00,35.27948530999999
2016,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",00,36.44769387
2020,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Cambio de residencia",00,57.27442499
2018,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Cambio de residencia",00,51.39759106999999
2016,"Estados Unidos Mexicanos","Indice de finalización preparatoria (Media superior)","Cambio de residencia",00,57.66013643999999
2020,"Aguascalientes","Indice de finalización primaria","Total",01,98.05187764000001
2018,"Aguascalientes","Indice de finalización primaria","Total",01,98.71917104
2016,"Aguascalientes","Indice de finalización primaria","Total",01,98.00800739
2020,"Aguascalientes","Indice de finalización primaria","Hombres",01,97.70227567999999
2018,"Aguascalientes","Indice de finalización primaria","Hombres",01,98.75176875
2016,"Aguascalientes","Indice de finalización primaria","Hombres",01,96.88124059999998
2020,"Aguascalientes","Indice de finalización primaria","Mujeres",01,98.39023234
2018,"Aguascalientes","Indice de finalización primaria","Mujeres",01,98.68702974999998
2016,"Aguascalientes","Indice de finalización primaria","Mujeres",01,99.13330379
2020,"Aguascalientes","Indice de finalización primaria","Hablantes de lengua indígena",01,
2018,"Aguascalientes","Indice de finalización primaria","Hablantes de lengua indígena",01,
2016,"Aguascalientes","Indice de finalización primaria","Hablantes de lengua indígena",01,
2020,"Aguascalientes","Indice de finalización primaria","Población con alguna discapacidad",01,95.62624254
2018,"Aguascalientes","Indice de finalización primaria","Población con alguna discapacidad",01,86.63940014
2016,"Aguascalientes","Indice de finalización primaria","Población con alguna discapacidad",01,71.72939068
2020,"Aguascalientes","Indice de finalización primaria","Cambio de residencia",01,
2018,"Aguascalientes","Indice de finalización primaria","Cambio de residencia",01,
2016,"Aguascalientes","Indice de finalización primaria","Cambio de residencia",01,
2020,"Aguascalientes","Indice de finalización secundaria","Total",01,91.99589649999999
2018,"Aguascalientes","Indice de finalización secundaria","Total",01,93.12785979
2016,"Aguascalientes","Indice de finalización secundaria","Total",01,89.19113790999998
2020,"Aguascalientes","Indice de finalización secundaria","Hombres",01,89.00890699
2018,"Aguascalientes","Indice de finalización secundaria","Hombres",01,92.05688701999999
2016,"Aguascalientes","Indice de finalización secundaria","Hombres",01,88.01727998
2020,"Aguascalientes","Indice de finalización secundaria","Mujeres",01,95.27636268000002
2018,"Aguascalientes","Indice de finalización secundaria","Mujeres",01,94.07111873999999
2016,"Aguascalientes","Indice de finalización secundaria","Mujeres",01,90.35415090000001
2020,"Aguascalientes","Indice de finalización secundaria","Hablantes de lengua indígena",01,
2018,"Aguascalientes","Indice de finalización secundaria","Hablantes de lengua indígena",01,
2016,"Aguascalientes","Indice de finalización secundaria","Hablantes de lengua indígena",01,
2020,"Aguascalientes","Indice de finalización secundaria","Población con alguna discapacidad",01,93.02736099000002
2018,"Aguascalientes","Indice de finalización secundaria","Población con alguna discapacidad",01,94.76584021999999
2016,"Aguascalientes","Indice de finalización secundaria","Población con alguna discapacidad",01,
2020,"Aguascalientes","Indice de finalización secundaria","Cambio de residencia",01,
2018,"Aguascalientes","Indice de finalización secundaria","Cambio de residencia",01,
2016,"Aguascalientes","Indice de finalización secundaria","Cambio de residencia",01,
2020,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Total",01,64.13731566
2018,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Total",01,62.648443349999994
2016,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Total",01,56.30179096
2020,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Hombres",01,59.75945939000001
2018,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Hombres",01,58.49144273000001
2016,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Hombres",01,55.69300462
2020,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Mujeres",01,68.41590768000002
2018,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Mujeres",01,67.11712962
2016,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Mujeres",01,56.8209395
2020,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",01,
2018,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",01,
2016,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",01,
2020,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",01,
2018,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",01,
2016,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",01,
2020,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Cambio de residencia",01,
2018,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Cambio de residencia",01,
2016,"Aguascalientes","Indice de finalización preparatoria (Media superior)","Cambio de residencia",01,
2020,"Baja California","Indice de finalización primaria","Total",02,97.32357158
2018,"Baja California","Indice de finalización primaria","Total",02,98.37682896
2016,"Baja California","Indice de finalización primaria","Total",02,98.88554346
2020,"Baja California","Indice de finalización primaria","Hombres",02,98.02201992000002
2018,"Baja California","Indice de finalización primaria","Hombres",02,98.64668134
2016,"Baja California","Indice de finalización primaria","Hombres",02,99.41596313000001
2020,"Baja California","Indice de finalización primaria","Mujeres",02,96.46658401
2018,"Baja California","Indice de finalización primaria","Mujeres",02,98.12224627
2016,"Baja California","Indice de finalización primaria","Mujeres",02,98.29382592
2020,"Baja California","Indice de finalización primaria","Hablantes de lengua indígena",02,
2018,"Baja California","Indice de finalización primaria","Hablantes de lengua indígena",02,
2016,"Baja California","Indice de finalización primaria","Hablantes de lengua indígena",02,95.67510548999999
2020,"Baja California","Indice de finalización primaria","Población con alguna discapacidad",02,64.4197813
2018,"Baja California","Indice de finalización primaria","Población con alguna discapacidad",02,77.48053786000001
2016,"Baja California","Indice de finalización primaria","Población con alguna discapacidad",02,90.01658875
2020,"Baja California","Indice de finalización primaria","Cambio de residencia",02,
2018,"Baja California","Indice de finalización primaria","Cambio de residencia",02,
2016,"Baja California","Indice de finalización primaria","Cambio de residencia",02,
2020,"Baja California","Indice de finalización secundaria","Total",02,90.71379325
2018,"Baja California","Indice de finalización secundaria","Total",02,91.71143200999998
2016,"Baja California","Indice de finalización secundaria","Total",02,89.12545740999998
2020,"Baja California","Indice de finalización secundaria","Hombres",02,89.49751146000001
2018,"Baja California","Indice de finalización secundaria","Hombres",02,91.65067746
2016,"Baja California","Indice de finalización secundaria","Hombres",02,88.79898277999999
2020,"Baja California","Indice de finalización secundaria","Mujeres",02,91.86905736999998
2018,"Baja California","Indice de finalización secundaria","Mujeres",02,91.78234916999999
2016,"Baja California","Indice de finalización secundaria","Mujeres",02,89.43456675000002
2020,"Baja California","Indice de finalización secundaria","Hablantes de lengua indígena",02,
2018,"Baja California","Indice de finalización secundaria","Hablantes de lengua indígena",02,
2016,"Baja California","Indice de finalización secundaria","Hablantes de lengua indígena",02,
2020,"Baja California","Indice de finalización secundaria","Población con alguna discapacidad",02,36.60147992000001
2018,"Baja California","Indice de finalización secundaria","Población con alguna discapacidad",02,79.4824135
2016,"Baja California","Indice de finalización secundaria","Población con alguna discapacidad",02,65.74143070000001
2020,"Baja California","Indice de finalización secundaria","Cambio de residencia",02,
2018,"Baja California","Indice de finalización secundaria","Cambio de residencia",02,
2016,"Baja California","Indice de finalización secundaria","Cambio de residencia",02,
2020,"Baja California","Indice de finalización preparatoria (Media superior)","Total",02,61.78268154
2018,"Baja California","Indice de finalización preparatoria (Media superior)","Total",02,62.595873929999996
2016,"Baja California","Indice de finalización preparatoria (Media superior)","Total",02,61.33766100999999
2020,"Baja California","Indice de finalización preparatoria (Media superior)","Hombres",02,57.28648637999999
2018,"Baja California","Indice de finalización preparatoria (Media superior)","Hombres",02,59.601002740000006
2016,"Baja California","Indice de finalización preparatoria (Media superior)","Hombres",02,61.29295271
2020,"Baja California","Indice de finalización preparatoria (Media superior)","Mujeres",02,66.02150934999999
2018,"Baja California","Indice de finalización preparatoria (Media superior)","Mujeres",02,65.61337504
2016,"Baja California","Indice de finalización preparatoria (Media superior)","Mujeres",02,61.38615972000001
2020,"Baja California","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",02,
2018,"Baja California","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",02,
2016,"Baja California","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",02,
2020,"Baja California","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",02,50.721420640000005
2018,"Baja California","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",02,31.982942430000005
2016,"Baja California","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",02,28.216603270000004
2020,"Baja California","Indice de finalización preparatoria (Media superior)","Cambio de residencia",02,
2018,"Baja California","Indice de finalización preparatoria (Media superior)","Cambio de residencia",02,
2016,"Baja California","Indice de finalización preparatoria (Media superior)","Cambio de residencia",02,
2020,"Baja California Sur","Indice de finalización primaria","Total",03,98.39045542999999
2018,"Baja California Sur","Indice de finalización primaria","Total",03,98.65583214000002
2016,"Baja California Sur","Indice de finalización primaria","Total",03,98.20701736
2020,"Baja California Sur","Indice de finalización primaria","Hombres",03,97.46705208000002
2018,"Baja California Sur","Indice de finalización primaria","Hombres",03,99.40514958000001
2016,"Baja California Sur","Indice de finalización primaria","Hombres",03,98.32465689000001
2020,"Baja California Sur","Indice de finalización primaria","Mujeres",03,99.31399451000001
2018,"Baja California Sur","Indice de finalización primaria","Mujeres",03,97.77856852000001
2016,"Baja California Sur","Indice de finalización primaria","Mujeres",03,98.06648574999998
2020,"Baja California Sur","Indice de finalización primaria","Hablantes de lengua indígena",03,82.43902439
2018,"Baja California Sur","Indice de finalización primaria","Hablantes de lengua indígena",03,46.55172413999999
2016,"Baja California Sur","Indice de finalización primaria","Hablantes de lengua indígena",03,66.10169492
2020,"Baja California Sur","Indice de finalización primaria","Población con alguna discapacidad",03,69.90204809
2018,"Baja California Sur","Indice de finalización primaria","Población con alguna discapacidad",03,94.42934783
2016,"Baja California Sur","Indice de finalización primaria","Población con alguna discapacidad",03,85.37234043
2020,"Baja California Sur","Indice de finalización primaria","Cambio de residencia",03,
2018,"Baja California Sur","Indice de finalización primaria","Cambio de residencia",03,
2016,"Baja California Sur","Indice de finalización primaria","Cambio de residencia",03,
2020,"Baja California Sur","Indice de finalización secundaria","Total",03,94.74544936999999
2018,"Baja California Sur","Indice de finalización secundaria","Total",03,91.42849779999999
2016,"Baja California Sur","Indice de finalización secundaria","Total",03,88.86926713000001
2020,"Baja California Sur","Indice de finalización secundaria","Hombres",03,91.23664584000001
2018,"Baja California Sur","Indice de finalización secundaria","Hombres",03,89.72965375
2016,"Baja California Sur","Indice de finalización secundaria","Hombres",03,89.54279014999999
2020,"Baja California Sur","Indice de finalización secundaria","Mujeres",03,97.86110614000002
2018,"Baja California Sur","Indice de finalización secundaria","Mujeres",03,93.50515464
2016,"Baja California Sur","Indice de finalización secundaria","Mujeres",03,88.03329258999999
2020,"Baja California Sur","Indice de finalización secundaria","Hablantes de lengua indígena",03,60.82802548
2018,"Baja California Sur","Indice de finalización secundaria","Hablantes de lengua indígena",03,60.111317250000006
2016,"Baja California Sur","Indice de finalización secundaria","Hablantes de lengua indígena",03,60.46255507
2020,"Baja California Sur","Indice de finalización secundaria","Población con alguna discapacidad",03,67.64705882
2018,"Baja California Sur","Indice de finalización secundaria","Población con alguna discapacidad",03,82.24151539
2016,"Baja California Sur","Indice de finalización secundaria","Población con alguna discapacidad",03,14.099216710000004
2020,"Baja California Sur","Indice de finalización secundaria","Cambio de residencia",03,
2018,"Baja California Sur","Indice de finalización secundaria","Cambio de residencia",03,
2016,"Baja California Sur","Indice de finalización secundaria","Cambio de residencia",03,
2020,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Total",03,66.30105317
2018,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Total",03,63.17604446000001
2016,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Total",03,56.89298043999999
2020,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Hombres",03,66.46899186
2018,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Hombres",03,57.573077870000006
2016,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Hombres",03,53.283772909999996
2020,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Mujeres",03,66.12547288999998
2018,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Mujeres",03,68.89189596
2016,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Mujeres",03,61.13087957
2020,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",03,
2018,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",03,
2016,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",03,8.899297423999998
2020,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",03,38.813735689999994
2018,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",03,33.92658509
2016,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",03,53.115727
2020,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Cambio de residencia",03,
2018,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Cambio de residencia",03,
2016,"Baja California Sur","Indice de finalización preparatoria (Media superior)","Cambio de residencia",03,
2020,"Campeche","Indice de finalización primaria","Total",04,96.05614096
2018,"Campeche","Indice de finalización primaria","Total",04,96.46955385
2016,"Campeche","Indice de finalización primaria","Total",04,96.60963511
2020,"Campeche","Indice de finalización primaria","Hombres",04,97.32921223999999
2018,"Campeche","Indice de finalización primaria","Hombres",04,97.38768414000002
2016,"Campeche","Indice de finalización primaria","Hombres",04,94.49100710999998
2020,"Campeche","Indice de finalización primaria","Mujeres",04,94.48941773
2018,"Campeche","Indice de finalización primaria","Mujeres",04,95.57758122999999
2016,"Campeche","Indice de finalización primaria","Mujeres",04,98.44332038999998
2020,"Campeche","Indice de finalización primaria","Hablantes de lengua indígena",04,100
2018,"Campeche","Indice de finalización primaria","Hablantes de lengua indígena",04,
2016,"Campeche","Indice de finalización primaria","Hablantes de lengua indígena",04,100
2020,"Campeche","Indice de finalización primaria","Población con alguna discapacidad",04,62.95264623999999
2018,"Campeche","Indice de finalización primaria","Población con alguna discapacidad",04,
2016,"Campeche","Indice de finalización primaria","Población con alguna discapacidad",04,63.80618797
2020,"Campeche","Indice de finalización primaria","Cambio de residencia",04,
2018,"Campeche","Indice de finalización primaria","Cambio de residencia",04,
2016,"Campeche","Indice de finalización primaria","Cambio de residencia",04,
2020,"Campeche","Indice de finalización secundaria","Total",04,91.58567352
2018,"Campeche","Indice de finalización secundaria","Total",04,90.15794837
2016,"Campeche","Indice de finalización secundaria","Total",04,86.92969418999999
2020,"Campeche","Indice de finalización secundaria","Hombres",04,90.69057312999999
2018,"Campeche","Indice de finalización secundaria","Hombres",04,87.50648004000001
2016,"Campeche","Indice de finalización secundaria","Hombres",04,83.89044944
2020,"Campeche","Indice de finalización secundaria","Mujeres",04,92.58788462999999
2018,"Campeche","Indice de finalización secundaria","Mujeres",04,92.71998664
2016,"Campeche","Indice de finalización secundaria","Mujeres",04,89.74659377
2020,"Campeche","Indice de finalización secundaria","Hablantes de lengua indígena",04,81.25157709
2018,"Campeche","Indice de finalización secundaria","Hablantes de lengua indígena",04,85.59957173
2016,"Campeche","Indice de finalización secundaria","Hablantes de lengua indígena",04,84.74437628
2020,"Campeche","Indice de finalización secundaria","Población con alguna discapacidad",04,
2018,"Campeche","Indice de finalización secundaria","Población con alguna discapacidad",04,82.34649122999998
2016,"Campeche","Indice de finalización secundaria","Población con alguna discapacidad",04,
2020,"Campeche","Indice de finalización secundaria","Cambio de residencia",04,
2018,"Campeche","Indice de finalización secundaria","Cambio de residencia",04,
2016,"Campeche","Indice de finalización secundaria","Cambio de residencia",04,
2020,"Campeche","Indice de finalización preparatoria (Media superior)","Total",04,61.277882640000016
2018,"Campeche","Indice de finalización preparatoria (Media superior)","Total",04,60.37146836
2016,"Campeche","Indice de finalización preparatoria (Media superior)","Total",04,54.062172209999986
2020,"Campeche","Indice de finalización preparatoria (Media superior)","Hombres",04,62.87194727000001
2018,"Campeche","Indice de finalización preparatoria (Media superior)","Hombres",04,63.105420069999994
2016,"Campeche","Indice de finalización preparatoria (Media superior)","Hombres",04,52.11776611
2020,"Campeche","Indice de finalización preparatoria (Media superior)","Mujeres",04,59.46051603
2018,"Campeche","Indice de finalización preparatoria (Media superior)","Mujeres",04,58.04695615999999
2016,"Campeche","Indice de finalización preparatoria (Media superior)","Mujeres",04,55.96602972
2020,"Campeche","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",04,36.49299016999999
2018,"Campeche","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",04,
2016,"Campeche","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",04,48.519218650000006
2020,"Campeche","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",04,
2018,"Campeche","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",04,
2016,"Campeche","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",04,
2020,"Campeche","Indice de finalización preparatoria (Media superior)","Cambio de residencia",04,
2018,"Campeche","Indice de finalización preparatoria (Media superior)","Cambio de residencia",04,
2016,"Campeche","Indice de finalización preparatoria (Media superior)","Cambio de residencia",04,
2020,"Coahuila de Zaragoza","Indice de finalización primaria","Total",05,99.08816374000001
2018,"Coahuila de Zaragoza","Indice de finalización primaria","Total",05,98.48137091
2016,"Coahuila de Zaragoza","Indice de finalización primaria","Total",05,98.88200832999999
2020,"Coahuila de Zaragoza","Indice de finalización primaria","Hombres",05,98.59973303000001
2018,"Coahuila de Zaragoza","Indice de finalización primaria","Hombres",05,97.91338495000001
2016,"Coahuila de Zaragoza","Indice de finalización primaria","Hombres",05,98.69765847999999
2020,"Coahuila de Zaragoza","Indice de finalización primaria","Mujeres",05,99.57348867999998
2018,"Coahuila de Zaragoza","Indice de finalización primaria","Mujeres",05,99.09313579
2016,"Coahuila de Zaragoza","Indice de finalización primaria","Mujeres",05,99.05729549
2020,"Coahuila de Zaragoza","Indice de finalización primaria","Hablantes de lengua indígena",05,
2018,"Coahuila de Zaragoza","Indice de finalización primaria","Hablantes de lengua indígena",05,
2016,"Coahuila de Zaragoza","Indice de finalización primaria","Hablantes de lengua indígena",05,
2020,"Coahuila de Zaragoza","Indice de finalización primaria","Población con alguna discapacidad",05,79.57354758999999
2018,"Coahuila de Zaragoza","Indice de finalización primaria","Población con alguna discapacidad",05,97.39164542000002
2016,"Coahuila de Zaragoza","Indice de finalización primaria","Población con alguna discapacidad",05,84.42405215999999
2020,"Coahuila de Zaragoza","Indice de finalización primaria","Cambio de residencia",05,
2018,"Coahuila de Zaragoza","Indice de finalización primaria","Cambio de residencia",05,
2016,"Coahuila de Zaragoza","Indice de finalización primaria","Cambio de residencia",05,
2020,"Coahuila de Zaragoza","Indice de finalización secundaria","Total",05,91.19594999000002
2018,"Coahuila de Zaragoza","Indice de finalización secundaria","Total",05,92.87416987999998
2016,"Coahuila de Zaragoza","Indice de finalización secundaria","Total",05,89.4708719
2020,"Coahuila de Zaragoza","Indice de finalización secundaria","Hombres",05,91.70067225000001
2018,"Coahuila de Zaragoza","Indice de finalización secundaria","Hombres",05,91.84143731000002
2016,"Coahuila de Zaragoza","Indice de finalización secundaria","Hombres",05,89.13938896
2020,"Coahuila de Zaragoza","Indice de finalización secundaria","Mujeres",05,90.66461392999999
2018,"Coahuila de Zaragoza","Indice de finalización secundaria","Mujeres",05,93.88992429999999
2016,"Coahuila de Zaragoza","Indice de finalización secundaria","Mujeres",05,89.82160312999999
2020,"Coahuila de Zaragoza","Indice de finalización secundaria","Hablantes de lengua indígena",05,
2018,"Coahuila de Zaragoza","Indice de finalización secundaria","Hablantes de lengua indígena",05,
2016,"Coahuila de Zaragoza","Indice de finalización secundaria","Hablantes de lengua indígena",05,
2020,"Coahuila de Zaragoza","Indice de finalización secundaria","Población con alguna discapacidad",05,69.9844479
2018,"Coahuila de Zaragoza","Indice de finalización secundaria","Población con alguna discapacidad",05,91.4924297
2016,"Coahuila de Zaragoza","Indice de finalización secundaria","Población con alguna discapacidad",05,48.32214764999999
2020,"Coahuila de Zaragoza","Indice de finalización secundaria","Cambio de residencia",05,
2018,"Coahuila de Zaragoza","Indice de finalización secundaria","Cambio de residencia",05,
2016,"Coahuila de Zaragoza","Indice de finalización secundaria","Cambio de residencia",05,
2020,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Total",05,60.4156142
2018,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Total",05,53.979497470000005
2016,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Total",05,46.73635477
2020,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Hombres",05,58.21396424
2018,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Hombres",05,47.41510885999999
2016,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Hombres",05,45.77962125
2020,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Mujeres",05,62.714361960000005
2018,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Mujeres",05,60.61705271
2016,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Mujeres",05,47.89857947000001
2020,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",05,
2018,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",05,
2016,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Hablantes de lengua indígena",05,
2020,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",05,40.73525052
2018,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",05,31.087239579999995
2016,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Población con alguna discapacidad",05,28.282593539999997
2020,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Cambio de residencia",05,
2018,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Cambio de residencia",05,
2016,"Coahuila de Zaragoza","Indice de finalización preparatoria (Media superior)","Cambio de residencia",05,
2020,"Colima","Indice de finalización primaria","Total",06,97.51266306000001
2018,"Colima","Indice de finalización primaria","Total",06,95.9908977
2016,"Colima","Indice de finalización primaria","Total",06,97.89034296
2020,"Colima","Indice de finalización primaria","Hombres",06,98.01440220000002
2018,"Colima","Indice de finalización primaria","Hombres",06,97.10581850999999
2016,"Colima","Indice de finalización primaria","Hombres",06,96.90463723000002
