Year,"Grupo de edad","Tipo de violencia",Value
2016,"De 18 a 19 años","Con al menos un incidente de violencia física, sexual o emocional",30.902935592230204
2011,"De 18 a 19 años","Con al menos un incidente de violencia física, sexual o emocional",29.3719988080411
2021,"De 18 a 19 años","Sin al menos un incidente de violencia física, sexual o emocional",75.8676683798065
2016,"De 18 a 19 años","Sin al menos un incidente de violencia física, sexual o emocional",68.6407477727472
2011,"De 18 a 19 años","Sin al menos un incidente de violencia física, sexual o emocional",70.5056144834908
2021,"De 18 a 19 años","No especificado",0.024324337342433704
2016,"De 18 a 19 años","No especificado",0.456316635022638
2011,"De 18 a 19 años","No especificado",0.12238670846815398
2021,"De 18 a 19 años","Con al menos un incidente de violencia física",4.08805410117961
2016,"De 18 a 19 años","Con al menos un incidente de violencia física",6.03756389659705
2011,"De 18 a 19 años","Con al menos un incidente de violencia física",4.41911742039321
2021,"De 18 a 19 años","Con al menos un incidente de violencia sexual",3.17492811074558
2016,"De 18 a 19 años","Con al menos un incidente de violencia sexual",2.31838761501387
2011,"De 18 a 19 años","Con al menos un incidente de violencia sexual",1.89366796156095
2021,"De 18 a 19 años","Con al menos un incidente de violencia emocional",23.7587964992221
2016,"De 18 a 19 años","Con al menos un incidente de violencia emocional",30.251964363955
2011,"De 18 a 19 años","Con al menos un incidente de violencia emocional",28.5908979550117
2021,"De 20 a 24 años","Con al menos un incidente de violencia física, sexual o emocional",23.667878066717197
2016,"De 20 a 24 años","Con al menos un incidente de violencia física, sexual o emocional",30.0547940241642
2011,"De 20 a 24 años","Con al menos un incidente de violencia física, sexual o emocional",29.1409998896369
2021,"De 20 a 24 años","Sin al menos un incidente de violencia física, sexual o emocional",76.1349291539857
2016,"De 20 a 24 años","Sin al menos un incidente de violencia física, sexual o emocional",69.7022737233709
2011,"De 20 a 24 años","Sin al menos un incidente de violencia física, sexual o emocional",70.6894603244675
2021,"De 20 a 24 años","No especificado",0.19719277929713
2016,"De 20 a 24 años","No especificado",0.242932252464911
2011,"De 20 a 24 años","No especificado",0.169539785895597
2021,"De 20 a 24 años","Con al menos un incidente de violencia física",5.961927287025811
2016,"De 20 a 24 años","Con al menos un incidente de violencia física",6.86428665099891
2011,"De 20 a 24 años","Con al menos un incidente de violencia física",5.40379649045359
2021,"De 20 a 24 años","Con al menos un incidente de violencia sexual",2.68625564438876
2016,"De 20 a 24 años","Con al menos un incidente de violencia sexual",2.24538163420955
2011,"De 20 a 24 años","Con al menos un incidente de violencia sexual",1.80253835117537
2021,"De 20 a 24 años","Con al menos un incidente de violencia emocional",22.780542050263296
2016,"De 20 a 24 años","Con al menos un incidente de violencia emocional",29.370235396025105
2011,"De 20 a 24 años","Con al menos un incidente de violencia emocional",28.083633153073595
2021,"De 25 a 29 años","Con al menos un incidente de violencia física, sexual o emocional",24.520062734886903
2016,"De 25 a 29 años","Con al menos un incidente de violencia física, sexual o emocional",28.663011363206596
2011,"De 25 a 29 años","Con al menos un incidente de violencia física, sexual o emocional",30.2224534290374
2021,"De 25 a 29 años","Sin al menos un incidente de violencia física, sexual o emocional",75.4414657982216
2016,"De 25 a 29 años","Sin al menos un incidente de violencia física, sexual o emocional",71.2507446524058
2011,"De 25 a 29 años","Sin al menos un incidente de violencia física, sexual o emocional",69.5233541614304
2021,"De 25 a 29 años","No especificado",0.0384714668914681
2016,"De 25 a 29 años","No especificado",0.0862439843875476
2011,"De 25 a 29 años","No especificado",0.254192409532215
2021,"De 25 a 29 años","Con al menos un incidente de violencia física",6.67861339771432
2016,"De 25 a 29 años","Con al menos un incidente de violencia física",8.09732467912655
2011,"De 25 a 29 años","Con al menos un incidente de violencia física",5.85269138371434
2021,"De 25 a 29 años","Con al menos un incidente de violencia sexual",2.63904702165168
2016,"De 25 a 29 años","Con al menos un incidente de violencia sexual",2.46330348495101
2011,"De 25 a 29 años","Con al menos un incidente de violencia sexual",2.26238726232297
2021,"De 25 a 29 años","Con al menos un incidente de violencia emocional",23.605227463847
2016,"De 25 a 29 años","Con al menos un incidente de violencia emocional",27.9957271744851
2011,"De 25 a 29 años","Con al menos un incidente de violencia emocional",29.039074601217
2021,"De 30 a 34 años","Con al menos un incidente de violencia física, sexual o emocional",22.068272368558905
2016,"De 30 a 34 años","Con al menos un incidente de violencia física, sexual o emocional",28.572551383818404
2011,"De 30 a 34 años","Con al menos un incidente de violencia física, sexual o emocional",30.05513933107
2021,"De 30 a 34 años","Sin al menos un incidente de violencia física, sexual o emocional",77.8499606553078
2016,"De 30 a 34 años","Sin al menos un incidente de violencia física, sexual o emocional",71.2648066896652
2011,"De 30 a 34 años","Sin al menos un incidente de violencia física, sexual o emocional",69.6585404880881
2021,"De 30 a 34 años","No especificado",0.0817669761332757
2016,"De 30 a 34 años","No especificado",0.162641926516395
2011,"De 30 a 34 años","No especificado",0.286320180841867
2021,"De 30 a 34 años","Con al menos un incidente de violencia física",5.52653274083368
2016,"De 30 a 34 años","Con al menos un incidente de violencia física",8.06830335711335
2011,"De 30 a 34 años","Con al menos un incidente de violencia física",5.81644607979932
2021,"De 30 a 34 años","Con al menos un incidente de violencia sexual",2.35163846981294
2016,"De 30 a 34 años","Con al menos un incidente de violencia sexual",2.37297786113809
2011,"De 30 a 34 años","Con al menos un incidente de violencia sexual",2.75940984459471
2021,"De 30 a 34 años","Con al menos un incidente de violencia emocional",21.1960702104082
2016,"De 30 a 34 años","Con al menos un incidente de violencia emocional",27.88603454243
2011,"De 30 a 34 años","Con al menos un incidente de violencia emocional",28.3615074339527
2021,"De 35 a 39 años","Con al menos un incidente de violencia física, sexual o emocional",22.4784734743666
2016,"De 35 a 39 años","Con al menos un incidente de violencia física, sexual o emocional",27.4558811262311
2011,"De 35 a 39 años","Con al menos un incidente de violencia física, sexual o emocional",28.2561011341256
2021,"De 35 a 39 años","Sin al menos un incidente de violencia física, sexual o emocional",77.4584717165556
2016,"De 35 a 39 años","Sin al menos un incidente de violencia física, sexual o emocional",72.4983177715617
2011,"De 35 a 39 años","Sin al menos un incidente de violencia física, sexual o emocional",71.3646962931706
2021,"De 35 a 39 años","No especificado",0.0630548090777618
2016,"De 35 a 39 años","No especificado",0.0458011022071949
2011,"De 35 a 39 años","No especificado",0.37920257270378305
2021,"De 35 a 39 años","Con al menos un incidente de violencia física",6.61465144295859
2016,"De 35 a 39 años","Con al menos un incidente de violencia física",7.941630844005981
2011,"De 35 a 39 años","Con al menos un incidente de violencia física",5.849244928025281
2021,"De 35 a 39 años","Con al menos un incidente de violencia sexual",2.69002779649521
2016,"De 35 a 39 años","Con al menos un incidente de violencia sexual",2.91665600791899
2011,"De 35 a 39 años","Con al menos un incidente de violencia sexual",2.98448208598297
2021,"De 35 a 39 años","Con al menos un incidente de violencia emocional",21.511189176856202
2016,"De 35 a 39 años","Con al menos un incidente de violencia emocional",26.7741587467537
2011,"De 35 a 39 años","Con al menos un incidente de violencia emocional",26.7927361161987
2021,"De 40 a 44 años","Con al menos un incidente de violencia física, sexual o emocional",20.6559445595051
2016,"De 40 a 44 años","Con al menos un incidente de violencia física, sexual o emocional",24.2898908007015
2011,"De 40 a 44 años","Con al menos un incidente de violencia física, sexual o emocional",24.8800248040331
2021,"De 40 a 44 años","Sin al menos un incidente de violencia física, sexual o emocional",79.3166611063215
2016,"De 40 a 44 años","Sin al menos un incidente de violencia física, sexual o emocional",75.6267389806198
2011,"De 40 a 44 años","Sin al menos un incidente de violencia física, sexual o emocional",74.8485213304716
2021,"De 40 a 44 años","No especificado",0.027394334173440903
2016,"De 40 a 44 años","No especificado",0.0833702186787389
2011,"De 40 a 44 años","No especificado",0.271453865495376
2021,"De 40 a 44 años","Con al menos un incidente de violencia física",5.52209438933647
2016,"De 40 a 44 años","Con al menos un incidente de violencia física",6.89160190720581
2011,"De 40 a 44 años","Con al menos un incidente de violencia física",5.59992454502722
2021,"De 40 a 44 años","Con al menos un incidente de violencia sexual",2.5214458659109
2016,"De 40 a 44 años","Con al menos un incidente de violencia sexual",2.52020102980149
2011,"De 40 a 44 años","Con al menos un incidente de violencia sexual",3.03754830639115
2021,"De 40 a 44 años","Con al menos un incidente de violencia emocional",19.7096508873981
2016,"De 40 a 44 años","Con al menos un incidente de violencia emocional",23.6162504692376
2011,"De 40 a 44 años","Con al menos un incidente de violencia emocional",22.7684102337596
2021,"De 45 a 49 años","Con al menos un incidente de violencia física, sexual o emocional",19.2241268228777
2016,"De 45 a 49 años","Con al menos un incidente de violencia física, sexual o emocional",22.365457540472004
2011,"De 45 a 49 años","Con al menos un incidente de violencia física, sexual o emocional",24.0202938767992
2021,"De 45 a 49 años","Sin al menos un incidente de violencia física, sexual o emocional",80.6972508130586
2016,"De 45 a 49 años","Sin al menos un incidente de violencia física, sexual o emocional",77.516843899456
2011,"De 45 a 49 años","Sin al menos un incidente de violencia física, sexual o emocional",75.6495216128701
2021,"De 45 a 49 años","No especificado",0.0786223640636397
2016,"De 45 a 49 años","No especificado",0.117698560071914
2011,"De 45 a 49 años","No especificado",0.330184510330708
2021,"De 45 a 49 años","Con al menos un incidente de violencia física",5.37941137058986
2016,"De 45 a 49 años","Con al menos un incidente de violencia física",6.58945467721072
2011,"De 45 a 49 años","Con al menos un incidente de violencia física",5.16199320009828
2021,"De 45 a 49 años","Con al menos un incidente de violencia sexual",2.11176582976645
2016,"De 45 a 49 años","Con al menos un incidente de violencia sexual",2.33636193620764
2011,"De 45 a 49 años","Con al menos un incidente de violencia sexual",2.9857329057867203
2021,"De 45 a 49 años","Con al menos un incidente de violencia emocional",18.302196585376
2016,"De 45 a 49 años","Con al menos un incidente de violencia emocional",21.6432435694319
2011,"De 45 a 49 años","Con al menos un incidente de violencia emocional",22.0184501750029
2021,"De 50 a 54 años","Con al menos un incidente de violencia física, sexual o emocional",18.1907514908021
2016,"De 50 a 54 años","Con al menos un incidente de violencia física, sexual o emocional",21.8624467780739
2011,"De 50 a 54 años","Con al menos un incidente de violencia física, sexual o emocional",21.418326882435405
2021,"De 50 a 54 años","Sin al menos un incidente de violencia física, sexual o emocional",81.7839404628209
2016,"De 50 a 54 años","Sin al menos un incidente de violencia física, sexual o emocional",77.9740644850316
2011,"De 50 a 54 años","Sin al menos un incidente de violencia física, sexual o emocional",78.0957017005268
2021,"De 50 a 54 años","No especificado",0.025308046376995002
2016,"De 50 a 54 años","No especificado",0.163488736894475
2011,"De 50 a 54 años","No especificado",0.485971417037834
2021,"De 50 a 54 años","Con al menos un incidente de violencia física",5.04727463975578
2016,"De 50 a 54 años","Con al menos un incidente de violencia física",6.158648906528131
2011,"De 50 a 54 años","Con al menos un incidente de violencia física",4.60834964432428
2021,"De 50 a 54 años","Con al menos un incidente de violencia sexual",1.80104810901441
2016,"De 50 a 54 años","Con al menos un incidente de violencia sexual",2.19128464093786
2011,"De 50 a 54 años","Con al menos un incidente de violencia sexual",2.9311274767547197
2021,"De 50 a 54 años","Con al menos un incidente de violencia emocional",17.5557024169184
2016,"De 50 a 54 años","Con al menos un incidente de violencia emocional",20.9506306296149
2011,"De 50 a 54 años","Con al menos un incidente de violencia emocional",19.0193730473454
2021,"De 55 a 59 años","Con al menos un incidente de violencia física, sexual o emocional",16.1845793168483
2016,"De 55 a 59 años","Con al menos un incidente de violencia física, sexual o emocional",17.6050640260574
2011,"De 55 a 59 años","Con al menos un incidente de violencia física, sexual o emocional",19.7268337394178
2021,"De 55 a 59 años","Sin al menos un incidente de violencia física, sexual o emocional",83.7781828659605
2016,"De 55 a 59 años","Sin al menos un incidente de violencia física, sexual o emocional",82.1271338126994
2011,"De 55 a 59 años","Sin al menos un incidente de violencia física, sexual o emocional",79.909098744747
2021,"De 55 a 59 años","No especificado",0.037237817191191
2016,"De 55 a 59 años","No especificado",0.2678021612432
2011,"De 55 a 59 años","No especificado",0.364067515835192
2021,"De 55 a 59 años","Con al menos un incidente de violencia física",5.372782995504079
2016,"De 55 a 59 años","Con al menos un incidente de violencia física",4.9392864405306
2011,"De 55 a 59 años","Con al menos un incidente de violencia física",4.48712477479655
2021,"De 55 a 59 años","Con al menos un incidente de violencia sexual",1.64197639640326
2016,"De 55 a 59 años","Con al menos un incidente de violencia sexual",1.71473860367795
2011,"De 55 a 59 años","Con al menos un incidente de violencia sexual",2.6547623302171
2021,"De 55 a 59 años","Con al menos un incidente de violencia emocional",15.0614617465519
2016,"De 55 a 59 años","Con al menos un incidente de violencia emocional",16.7818256677629
2011,"De 55 a 59 años","Con al menos un incidente de violencia emocional",17.0856098940256
2021,"De 60 años y más","Con al menos un incidente de violencia física, sexual o emocional",10.1579358386855
2016,"De 60 años y más","Con al menos un incidente de violencia física, sexual o emocional",11.9581946492875
2011,"De 60 años y más","Con al menos un incidente de violencia física, sexual o emocional",11.2956702884482
2021,"De 60 años y más","Sin al menos un incidente de violencia física, sexual o emocional",89.7104443765283
2016,"De 60 años y más","Sin al menos un incidente de violencia física, sexual o emocional",87.8872409510439
2011,"De 60 años y más","Sin al menos un incidente de violencia física, sexual o emocional",88.2515471269571
2021,"De 60 años y más","No especificado",0.131619784786184
2016,"De 60 años y más","No especificado",0.154564399668632
2011,"De 60 años y más","No especificado",0.452782584594769
2021,"De 60 años y más","Con al menos un incidente de violencia física",3.69813434769458
2016,"De 60 años y más","Con al menos un incidente de violencia física",4.23570954208983
2011,"De 60 años y más","Con al menos un incidente de violencia física",2.93777500169609
2021,"De 60 años y más","Con al menos un incidente de violencia sexual",0.710507488090938
2016,"De 60 años y más","Con al menos un incidente de violencia sexual",0.705214666048526
2011,"De 60 años y más","Con al menos un incidente de violencia sexual",1.05394490420619
2021,"De 60 años y más","Con al menos un incidente de violencia emocional",9.16429565520358
2016,"De 60 años y más","Con al menos un incidente de violencia emocional",11.280253478611
2011,"De 60 años y más","Con al menos un incidente de violencia emocional",9.43748758608225
2021,"No especificado","Con al menos un incidente de violencia física, sexual o emocional",14.73193179311
2016,"No especificado","Con al menos un incidente de violencia física, sexual o emocional",18.3254431355279
2011,"No especificado","Con al menos un incidente de violencia física, sexual o emocional",9.95706944096265
2021,"No especificado","Sin al menos un incidente de violencia física, sexual o emocional",85.26806820689
2016,"No especificado","Sin al menos un incidente de violencia física, sexual o emocional",81.6745568644721
2011,"No especificado","Sin al menos un incidente de violencia física, sexual o emocional",89.7107671095513
2021,"No especificado","No especificado",0
2016,"No especificado","No especificado",0
2011,"No especificado","No especificado",0.332163449486087
2021,"No especificado","Con al menos un incidente de violencia física",6.168247864594821
2016,"No especificado","Con al menos un incidente de violencia física",4.18033689309699
2011,"No especificado","Con al menos un incidente de violencia física",3.23389320631737
2021,"No especificado","Con al menos un incidente de violencia sexual",0
2016,"No especificado","Con al menos un incidente de violencia sexual",1.51932180997468
2011,"No especificado","Con al menos un incidente de violencia sexual",0.78653797944347
2021,"No especificado","Con al menos un incidente de violencia emocional",11.7723074983453
2016,"No especificado","Con al menos un incidente de violencia emocional",18.3254431355279
2011,"No especificado","Con al menos un incidente de violencia emocional",9.26767360240662
