Year,Series,Sexo,Grupo de edad,Entidad federativa,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila de Zaragoza,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán de Ocampo,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz de Ignacio de la Llave,Yucatán,Zacatecas,GeoCode,Value
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,Tecate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	02003",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,Tijuana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	02004",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,Playas de Rosarito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	02005",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	02006",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Baja California Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	03",22.73760681
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	03001",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,Mulegé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	03002",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	03003",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,Los Cabos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	03008",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,Loreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	03009",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Campeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04",50.84423788
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Calkiní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04001",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Campeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04002",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04003",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Champotón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04004",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Hecelchakán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04005",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Hopelchén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04006",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Palizada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04007",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Tenabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04008",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Escárcega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04009",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Calakmul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04010",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Candelaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04011",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Seybaplaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04012",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Dzitbalché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	04013",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Coahuila de Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05",33.74418784
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Abasolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05001",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05002",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Allende,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05003",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05004",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Candela,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05005",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Castaños,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05006",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Cuatro Ciénegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05007",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Escobedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05008",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Francisco I. Madero,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05009",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Frontera,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05010",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,General Cepeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05011",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05012",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05013",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05014",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Juárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05015",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Lamadrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05016",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Matamoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05017",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Monclova,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05018",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05019",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Múzquiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05020",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Nadadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05021",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Nava,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05022",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05023",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Parras,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05024",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Piedras Negras,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05025",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Progreso,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05026",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Ramos Arizpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05027",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Sabinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05028",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05029",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Saltillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05030",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,San Buenaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05031",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,San Juan de Sabinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05032",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05033",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Sierra Mojada,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05034",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Torreón,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05035",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Viesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05036",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Villa Unión,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05037",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	05038",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Colima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06",36.27643129
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Armería,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06001",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Colima,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06002",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Comala,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06003",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Coquimatlán,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06004",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Cuauhtémoc,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06005",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Ixtlahuacán,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06006",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Manzanillo,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06007",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Minatitlán,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06008",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Tecomán,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06009",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Villa de Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,"	06010",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Chiapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	07",78.91589068
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Acacoyagua,,,,,,,,,,,,,,,,,,,,,,,,,,"	07001",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Acala,,,,,,,,,,,,,,,,,,,,,,,,,,"	07002",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Acapetahua,,,,,,,,,,,,,,,,,,,,,,,,,,"	07003",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Altamirano,,,,,,,,,,,,,,,,,,,,,,,,,,"	07004",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Amatán,,,,,,,,,,,,,,,,,,,,,,,,,,"	07005",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Amatenango de la Frontera,,,,,,,,,,,,,,,,,,,,,,,,,,"	07006",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Amatenango del Valle,,,,,,,,,,,,,,,,,,,,,,,,,,"	07007",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Angel Albino Corzo,,,,,,,,,,,,,,,,,,,,,,,,,,"	07008",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Arriaga,,,,,,,,,,,,,,,,,,,,,,,,,,"	07009",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Bejucal de Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,"	07010",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Bella Vista,,,,,,,,,,,,,,,,,,,,,,,,,,"	07011",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Berriozábal,,,,,,,,,,,,,,,,,,,,,,,,,,"	07012",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Bochil,,,,,,,,,,,,,,,,,,,,,,,,,,"	07013",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,El Bosque,,,,,,,,,,,,,,,,,,,,,,,,,,"	07014",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Cacahoatán,,,,,,,,,,,,,,,,,,,,,,,,,,"	07015",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Catazajá,,,,,,,,,,,,,,,,,,,,,,,,,,"	07016",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Cintalapa,,,,,,,,,,,,,,,,,,,,,,,,,,"	07017",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Coapilla,,,,,,,,,,,,,,,,,,,,,,,,,,"	07018",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Comitán de Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,"	07019",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,La Concordia,,,,,,,,,,,,,,,,,,,,,,,,,,"	07020",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Copainalá,,,,,,,,,,,,,,,,,,,,,,,,,,"	07021",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chalchihuitán,,,,,,,,,,,,,,,,,,,,,,,,,,"	07022",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chamula,,,,,,,,,,,,,,,,,,,,,,,,,,"	07023",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chanal,,,,,,,,,,,,,,,,,,,,,,,,,,"	07024",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chapultenango,,,,,,,,,,,,,,,,,,,,,,,,,,"	07025",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chenalhó,,,,,,,,,,,,,,,,,,,,,,,,,,"	07026",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chiapa de Corzo,,,,,,,,,,,,,,,,,,,,,,,,,,"	07027",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chiapilla,,,,,,,,,,,,,,,,,,,,,,,,,,"	07028",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chicoasén,,,,,,,,,,,,,,,,,,,,,,,,,,"	07029",NA
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chicomuselo,,,,,,,,,,,,,,,,,,,,,,,,,,"	07030",NA
