Year,Entidad federativa,"Ocupación carcelaria estatal",GeoCode,Value
2020,"Aguascalientes","Centros penitenciarios estatales",01,92.81857451
2019,"Aguascalientes","Centros penitenciarios estatales",01,81.03626943
2018,"Aguascalientes","Centros penitenciarios estatales",01,66.20689655
2017,"Aguascalientes","Centros penitenciarios estatales",01,60.47745358
2016,"Aguascalientes","Centros penitenciarios estatales",01,66.52519894
2015,"Aguascalientes","Centros penitenciarios estatales",01,108.85135135
2021,"Aguascalientes","Centros de internamiento para adolescentes estatales",01,39.81481481
2020,"Aguascalientes","Centros de internamiento para adolescentes estatales",01,26.85185185
2019,"Aguascalientes","Centros de internamiento para adolescentes estatales",01,37.03703704
2018,"Aguascalientes","Centros de internamiento para adolescentes estatales",01,25.925925929999995
2017,"Aguascalientes","Centros de internamiento para adolescentes estatales",01,23.14814815
2016,"Aguascalientes","Centros de internamiento para adolescentes estatales",01,20.37037037
2015,"Aguascalientes","Centros de internamiento para adolescentes estatales",01,50.98039216
2021,"Baja California","Total Estatal",02,79.97660243
2020,"Baja California","Total Estatal",02,76.05948854
2019,"Baja California","Total Estatal",02,70.69960332
2018,"Baja California","Total Estatal",02,69.06169743
2017,"Baja California","Total Estatal",02,73.4924218
2016,"Baja California","Total Estatal",02,83.45049984
2015,"Baja California","Total Estatal",02,108.96618359999998
2021,"Baja California","Centros penitenciarios estatales",02,81.58077336
2020,"Baja California","Centros penitenciarios estatales",02,77.5954931
2019,"Baja California","Centros penitenciarios estatales",02,72.91627762
2018,"Baja California","Centros penitenciarios estatales",02,71.59041394
2017,"Baja California","Centros penitenciarios estatales",02,76.34720442
2016,"Baja California","Centros penitenciarios estatales",02,86.59202806
2015,"Baja California","Centros penitenciarios estatales",02,112.6627538
2021,"Baja California","Centros de internamiento para adolescentes estatales",02,14.43298969
2020,"Baja California","Centros de internamiento para adolescentes estatales",02,12.11340206
2019,"Baja California","Centros de internamiento para adolescentes estatales",02,8.551483421
2018,"Baja California","Centros de internamiento para adolescentes estatales",02,9.144542773
2017,"Baja California","Centros de internamiento para adolescentes estatales",02,11.0619469
2016,"Baja California","Centros de internamiento para adolescentes estatales",02,14.749262539999998
2015,"Baja California","Centros de internamiento para adolescentes estatales",02,30.91168091
2021,"Baja California Sur","Total Estatal",03,62.96296296
2020,"Baja California Sur","Total Estatal",03,61.5922539
2019,"Baja California Sur","Total Estatal",03,60.31108881
2018,"Baja California Sur","Total Estatal",03,60.16218956
2017,"Baja California Sur","Total Estatal",03,98.91304348
2016,"Baja California Sur","Total Estatal",03,87.16517857000001
2015,"Baja California Sur","Total Estatal",03,101.74863388
2021,"Baja California Sur","Centros penitenciarios estatales",03,66.01779755
2020,"Baja California Sur","Centros penitenciarios estatales",03,64.64589235
2019,"Baja California Sur","Centros penitenciarios estatales",03,63.67498672
2018,"Baja California Sur","Centros penitenciarios estatales",03,63.23134729
2017,"Baja California Sur","Centros penitenciarios estatales",03,107.4702886
2016,"Baja California Sur","Centros penitenciarios estatales",03,92.0332937
2015,"Baja California Sur","Centros penitenciarios estatales",03,106.4739884
2021,"Baja California Sur","Centros de internamiento para adolescentes estatales",03,3.260869565
2020,"Baja California Sur","Centros de internamiento para adolescentes estatales",03,4.255319149
2019,"Baja California Sur","Centros de internamiento para adolescentes estatales",03,2.7272727270000003
2018,"Baja California Sur","Centros de internamiento para adolescentes estatales",03,8.181818182
2017,"Baja California Sur","Centros de internamiento para adolescentes estatales",03,7.272727273
2016,"Baja California Sur","Centros de internamiento para adolescentes estatales",03,12.727272730000001
2015,"Baja California Sur","Centros de internamiento para adolescentes estatales",03,20
2021,"Campeche","Total Estatal",04,64.29341963
2020,"Campeche","Total Estatal",04,66.42524573
2019,"Campeche","Total Estatal",04,65.33885153
2018,"Campeche","Total Estatal",04,64.80331263
2017,"Campeche","Total Estatal",04,71.94616977
2016,"Campeche","Total Estatal",04,72.75025278
2015,"Campeche","Total Estatal",04,82.81092012
2021,"Campeche","Centros penitenciarios estatales",04,66.4983165
2020,"Campeche","Centros penitenciarios estatales",04,71.49270483
2019,"Campeche","Centros penitenciarios estatales",04,70.14590348
2018,"Campeche","Centros penitenciarios estatales",04,68.74298541
2017,"Campeche","Centros penitenciarios estatales",04,76.71156004
2016,"Campeche","Centros penitenciarios estatales",04,77.73522976
2015,"Campeche","Centros penitenciarios estatales",04,88.45733042
2021,"Campeche","Centros de internamiento para adolescentes estatales",04,9.722222222
2020,"Campeche","Centros de internamiento para adolescentes estatales",04,6.622516556
2019,"Campeche","Centros de internamiento para adolescentes estatales",04,8.609271523
2018,"Campeche","Centros de internamiento para adolescentes estatales",04,18
2017,"Campeche","Centros de internamiento para adolescentes estatales",04,15.33333333
2016,"Campeche","Centros de internamiento para adolescentes estatales",04,12
2015,"Campeche","Centros de internamiento para adolescentes estatales",04,14
2021,"Coahuila de Zaragoza","Total Estatal",05,117.6286073
2020,"Coahuila de Zaragoza","Total Estatal",05,96.86323713999998
2019,"Coahuila de Zaragoza","Total Estatal",05,67.28356336
2018,"Coahuila de Zaragoza","Total Estatal",05,60.853199499999995
2017,"Coahuila de Zaragoza","Total Estatal",05,68.20433437
2016,"Coahuila de Zaragoza","Total Estatal",05,69.07654921
2015,"Coahuila de Zaragoza","Total Estatal",05,90.57928613
2021,"Coahuila de Zaragoza","Centros penitenciarios estatales",05,119.4587629
2020,"Coahuila de Zaragoza","Centros penitenciarios estatales",05,98.03479381
2019,"Coahuila de Zaragoza","Centros penitenciarios estatales",05,67.42912371
2018,"Coahuila de Zaragoza","Centros penitenciarios estatales",05,61.50128866
2017,"Coahuila de Zaragoza","Centros penitenciarios estatales",05,68.84933249
2016,"Coahuila de Zaragoza","Centros penitenciarios estatales",05,70.820089
2015,"Coahuila de Zaragoza","Centros penitenciarios estatales",05,92.4205379
2021,"Coahuila de Zaragoza","Centros de internamiento para adolescentes estatales",05,50
2020,"Coahuila de Zaragoza","Centros de internamiento para adolescentes estatales",05,53.57142857
2019,"Coahuila de Zaragoza","Centros de internamiento para adolescentes estatales",05,61.904761900000004
2018,"Coahuila de Zaragoza","Centros de internamiento para adolescentes estatales",05,36.9047619
2017,"Coahuila de Zaragoza","Centros de internamiento para adolescentes estatales",05,44.04761905
2016,"Coahuila de Zaragoza","Centros de internamiento para adolescentes estatales",05,31.50684932
2015,"Coahuila de Zaragoza","Centros de internamiento para adolescentes estatales",05,49.31506849000001
2021,"Colima","Total Estatal",06,33.66754617
2020,"Colima","Total Estatal",06,34.90765172
2019,"Colima","Total Estatal",06,37.09762533
2018,"Colima","Total Estatal",06,39.76408912
2017,"Colima","Total Estatal",06,48.42428901
2016,"Colima","Total Estatal",06,64.16230366
2015,"Colima","Total Estatal",06,78.44644751
2021,"Colima","Centros penitenciarios estatales",06,34.60179397
2020,"Colima","Centros penitenciarios estatales",06,35.85213373
2019,"Colima","Centros penitenciarios estatales",06,38.05381897
2018,"Colima","Centros penitenciarios estatales",06,41.22638927
2017,"Colima","Centros penitenciarios estatales",06,51.54667397
2016,"Colima","Centros penitenciarios estatales",06,67.37569061
2015,"Colima","Centros penitenciarios estatales",06,81.66293393
2021,"Colima","Centros de internamiento para adolescentes estatales",06,2.702702703
2020,"Colima","Centros de internamiento para adolescentes estatales",06,3.603603604
2019,"Colima","Centros de internamiento para adolescentes estatales",06,5.405405405
2018,"Colima","Centros de internamiento para adolescentes estatales",06,6.790123457
2017,"Colima","Centros de internamiento para adolescentes estatales",06,2.7999999999999994
2016,"Colima","Centros de internamiento para adolescentes estatales",06,6
2015,"Colima","Centros de internamiento para adolescentes estatales",06,21
2021,"Chiapas","Total Estatal",07,92.88959115
2020,"Chiapas","Total Estatal",07,86.33648102
2019,"Chiapas","Total Estatal",07,76.66343356
2018,"Chiapas","Total Estatal",07,63.18106769
2017,"Chiapas","Total Estatal",07,72.68230121
2016,"Chiapas","Total Estatal",07,85.19144144
2015,"Chiapas","Total Estatal",07,114.1018361
2021,"Chiapas","Centros penitenciarios estatales",07,96.79950444
2020,"Chiapas","Centros penitenciarios estatales",07,94.6318693
2019,"Chiapas","Centros penitenciarios estatales",07,83.24152542
2018,"Chiapas","Centros penitenciarios estatales",07,69.11912921
2017,"Chiapas","Centros penitenciarios estatales",07,79.54911433
2016,"Chiapas","Centros penitenciarios estatales",07,93.35808580999999
2015,"Chiapas","Centros penitenciarios estatales",07,122.9372937
2021,"Chiapas","Centros de internamiento para adolescentes estatales",07,6.818181818
2020,"Chiapas","Centros de internamiento para adolescentes estatales",07,4.201680672
2019,"Chiapas","Centros de internamiento para adolescentes estatales",07,5.287356322
2018,"Chiapas","Centros de internamiento para adolescentes estatales",07,3.0612244899999994
2017,"Chiapas","Centros de internamiento para adolescentes estatales",07,3.0612244899999994
2016,"Chiapas","Centros de internamiento para adolescentes estatales",07,2.708333333
2015,"Chiapas","Centros de internamiento para adolescentes estatales",07,15.63218391
2021,"Chihuahua","Total Estatal",08,116.8378624
2020,"Chihuahua","Total Estatal",08,98.78017462999999
2019,"Chihuahua","Total Estatal",08,103.6618271
2018,"Chihuahua","Total Estatal",08,104.9056119
2017,"Chihuahua","Total Estatal",08,96.24697337000002
2016,"Chihuahua","Total Estatal",08,93.52353437
2015,"Chihuahua","Total Estatal",08,115.6160637
2021,"Chihuahua","Centros penitenciarios estatales",08,123.5563576
2020,"Chihuahua","Centros penitenciarios estatales",08,104.1285031
2019,"Chihuahua","Centros penitenciarios estatales",08,109.2276145
2018,"Chihuahua","Centros penitenciarios estatales",08,112.7117458
2017,"Chihuahua","Centros penitenciarios estatales",08,102.8492647
2016,"Chihuahua","Centros penitenciarios estatales",08,99.48024948
2015,"Chihuahua","Centros penitenciarios estatales",08,116.9619249
2021,"Chihuahua","Centros de internamiento para adolescentes estatales",08,17.45379877
2020,"Chihuahua","Centros de internamiento para adolescentes estatales",08,16.06765328
2019,"Chihuahua","Centros de internamiento para adolescentes estatales",08,16.66666667
2018,"Chihuahua","Centros de internamiento para adolescentes estatales",08,18.32298137
2017,"Chihuahua","Centros de internamiento para adolescentes estatales",08,18.16770186
2016,"Chihuahua","Centros de internamiento para adolescentes estatales",08,18.49427169
2015,"Chihuahua","Centros de internamiento para adolescentes estatales",08,94.36325677999999
2021,"Ciudad de México","Total Estatal",09,92.36602991
2020,"Ciudad de México","Total Estatal",09,93.93646704999999
2019,"Ciudad de México","Total Estatal",09,88.69981767999998
2018,"Ciudad de México","Total Estatal",09,93.28950189
2017,"Ciudad de México","Total Estatal",09,97.85807086
2016,"Ciudad de México","Total Estatal",09,125.0884102
2015,"Ciudad de México","Total Estatal",09,146.236516
2021,"Ciudad de México","Centros penitenciarios estatales",09,93.40447929
2020,"Ciudad de México","Centros penitenciarios estatales",09,94.91451595
2019,"Ciudad de México","Centros penitenciarios estatales",09,89.66568659
2018,"Ciudad de México","Centros penitenciarios estatales",09,93.80739773
2017,"Ciudad de México","Centros penitenciarios estatales",09,100.6061926
2016,"Ciudad de México","Centros penitenciarios estatales",09,129.3648474
2015,"Ciudad de México","Centros penitenciarios estatales",09,150.787155
2021,"Ciudad de México","Centros de internamiento para adolescentes estatales",09,21.72839506
2020,"Ciudad de México","Centros de internamiento para adolescentes estatales",09,27.40740741
2019,"Ciudad de México","Centros de internamiento para adolescentes estatales",09,25.94339623
2018,"Ciudad de México","Centros de internamiento para adolescentes estatales",09,60.64073227
2017,"Ciudad de México","Centros de internamiento para adolescentes estatales",09,16.4516129
2016,"Ciudad de México","Centros de internamiento para adolescentes estatales",09,15.79509072
2015,"Ciudad de México","Centros de internamiento para adolescentes estatales",09,36.16161616
2021,"Durango","Total Estatal",10,155.3809898
2020,"Durango","Total Estatal",10,155.8388158
2019,"Durango","Total Estatal",10,143.5663225
2018,"Durango","Total Estatal",10,173.9726027
2017,"Durango","Total Estatal",10,151.5045792
2016,"Durango","Total Estatal",10,128.8067676
2015,"Durango","Total Estatal",10,169.1038787
2021,"Durango","Centros penitenciarios estatales",10,173.9744155
2020,"Durango","Centros penitenciarios estatales",10,166.7401853
2019,"Durango","Centros penitenciarios estatales",10,152.8261793
2018,"Durango","Centros penitenciarios estatales",10,178.8235294
2017,"Durango","Centros penitenciarios estatales",10,164.8661568
2016,"Durango","Centros penitenciarios estatales",10,134.4101124
2015,"Durango","Centros penitenciarios estatales",10,174.0917782
2021,"Durango","Centros de internamiento para adolescentes estatales",10,4.301075269
2020,"Durango","Centros de internamiento para adolescentes estatales",10,6.060606060999999
2019,"Durango","Centros de internamiento para adolescentes estatales",10,11.515151519999998
2018,"Durango","Centros de internamiento para adolescentes estatales",10,15.38461538
2017,"Durango","Centros de internamiento para adolescentes estatales",10,12.43781095
2016,"Durango","Centros de internamiento para adolescentes estatales",10,20
2015,"Durango","Centros de internamiento para adolescentes estatales",10,100
2021,"Guanajuato","Total Estatal",11,114.5941686
2020,"Guanajuato","Total Estatal",11,105.7210402
2019,"Guanajuato","Total Estatal",11,96.86850935
2018,"Guanajuato","Total Estatal",11,87.01468189
2017,"Guanajuato","Total Estatal",11,80.54641211
2016,"Guanajuato","Total Estatal",11,77.74268617
2015,"Guanajuato","Total Estatal",11,77.06117021
2021,"Guanajuato","Centros penitenciarios estatales",11,119.4545455
2020,"Guanajuato","Centros penitenciarios estatales",11,110.5289256
2019,"Guanajuato","Centros penitenciarios estatales",11,101.2240107
2018,"Guanajuato","Centros penitenciarios estatales",11,90.55669399
2017,"Guanajuato","Centros penitenciarios estatales",11,83.71251293
2016,"Guanajuato","Centros penitenciarios estatales",11,78.80041365
2015,"Guanajuato","Centros penitenciarios estatales",11,77.54222682
2021,"Guanajuato","Centros de internamiento para adolescentes estatales",11,14.915254240000001
2020,"Guanajuato","Centros de internamiento para adolescentes estatales",11,7.118644067999999
2019,"Guanajuato","Centros de internamiento para adolescentes estatales",11,8.813559322
2018,"Guanajuato","Centros de internamiento para adolescentes estatales",11,11.31386861
2017,"Guanajuato","Centros de internamiento para adolescentes estatales",11,13.50364964
2016,"Guanajuato","Centros de internamiento para adolescentes estatales",11,49.06542056
2015,"Guanajuato","Centros de internamiento para adolescentes estatales",11,64.01869159
2021,"Guerrero","Total Estatal",12,113.1411951
2020,"Guerrero","Total Estatal",12,108.3312102
2019,"Guerrero","Total Estatal",12,112.42071879999999
2018,"Guerrero","Total Estatal",12,110.7858243
2017,"Guerrero","Total Estatal",12,117.4397512
2016,"Guerrero","Total Estatal",12,132.12186
2015,"Guerrero","Total Estatal",12,134.5401174
2021,"Guerrero","Centros penitenciarios estatales",12,115.9103335
2020,"Guerrero","Centros penitenciarios estatales",12,110.6813996
2019,"Guerrero","Centros penitenciarios estatales",12,119.8571429
2018,"Guerrero","Centros penitenciarios estatales",12,117.6731302
2017,"Guerrero","Centros penitenciarios estatales",12,125.3146853
2016,"Guerrero","Centros penitenciarios estatales",12,141.7582418
2015,"Guerrero","Centros penitenciarios estatales",12,143.29653
2021,"Guerrero","Centros de internamiento para adolescentes estatales",12,31.4516129
2020,"Guerrero","Centros de internamiento para adolescentes estatales",12,36.29032258
2019,"Guerrero","Centros de internamiento para adolescentes estatales",12,20.77464789
2018,"Guerrero","Centros de internamiento para adolescentes estatales",12,23.239436620000003
2017,"Guerrero","Centros de internamiento para adolescentes estatales",12,18.30985915
2016,"Guerrero","Centros de internamiento para adolescentes estatales",12,14.78873239
2015,"Guerrero","Centros de internamiento para adolescentes estatales",12,17.25352113
2021,"Hidalgo","Total Estatal",13,115.78947369999999
2020,"Hidalgo","Total Estatal",13,124.4270542
2019,"Hidalgo","Total Estatal",13,120.68194520000002
2018,"Hidalgo","Total Estatal",13,107.5740637
2017,"Hidalgo","Total Estatal",13,130.4363249
2016,"Hidalgo","Total Estatal",13,128.8045406
2015,"Hidalgo","Total Estatal",13,178.6046512
2021,"Hidalgo","Centros penitenciarios estatales",13,117.5280899
2020,"Hidalgo","Centros penitenciarios estatales",13,127.11328350000001
2019,"Hidalgo","Centros penitenciarios estatales",13,123.4905118
2018,"Hidalgo","Centros penitenciarios estatales",13,109.919494
2017,"Hidalgo","Centros penitenciarios estatales",13,134.3876425
2016,"Hidalgo","Centros penitenciarios estatales",13,132.6958441
2015,"Hidalgo","Centros penitenciarios estatales",13,184.6829268
2021,"Hidalgo","Centros de internamiento para adolescentes estatales",13,28.75
2020,"Hidalgo","Centros de internamiento para adolescentes estatales",13,31
2019,"Hidalgo","Centros de internamiento para adolescentes estatales",13,23
2018,"Hidalgo","Centros de internamiento para adolescentes estatales",13,26
2017,"Hidalgo","Centros de internamiento para adolescentes estatales",13,23
2016,"Hidalgo","Centros de internamiento para adolescentes estatales",13,23
2015,"Hidalgo","Centros de internamiento para adolescentes estatales",13,54
2021,"Jalisco","Total Estatal",14,96.43194535000002
2020,"Jalisco","Total Estatal",14,97.06416685
2019,"Jalisco","Total Estatal",14,84.66517142
2018,"Jalisco","Total Estatal",14,100.81306820000002
2017,"Jalisco","Total Estatal",14,138.6398467
2016,"Jalisco","Total Estatal",14,149.8517456
2015,"Jalisco","Total Estatal",14,168.9512962
2021,"Jalisco","Centros penitenciarios estatales",14,99.63888053
2020,"Jalisco","Centros penitenciarios estatales",14,100.1730364
2019,"Jalisco","Centros penitenciarios estatales",14,86.97806554
2018,"Jalisco","Centros penitenciarios estatales",14,103.820827
2017,"Jalisco","Centros penitenciarios estatales",14,143.6766623
2016,"Jalisco","Centros penitenciarios estatales",14,154.9237866
2015,"Jalisco","Centros penitenciarios estatales",14,174.4107051
2021,"Jalisco","Centros de internamiento para adolescentes estatales",14,5.543710021
2020,"Jalisco","Centros de internamiento para adolescentes estatales",14,8.955223881
2019,"Jalisco","Centros de internamiento para adolescentes estatales",14,10.02132196
2018,"Jalisco","Centros de internamiento para adolescentes estatales",14,17.0575693
2017,"Jalisco","Centros de internamiento para adolescentes estatales",14,31.556503199999998
2016,"Jalisco","Centros de internamiento para adolescentes estatales",14,45.13457557
2015,"Jalisco","Centros de internamiento para adolescentes estatales",14,55.86353945
2021,"México","Total Estatal",15,237.1710984
2020,"México","Total Estatal",15,225.8151237
2019,"México","Total Estatal",15,206.9690494
2018,"México","Total Estatal",15,206.7911715
2017,"México","Total Estatal",15,199.4758987
2016,"México","Total Estatal",15,189.7761468
2015,"México","Total Estatal",15,236.2027074
2021,"México","Centros penitenciarios estatales",15,244.3530939
2020,"México","Centros penitenciarios estatales",15,232.5622903
2019,"México","Centros penitenciarios estatales",15,213.0149211
2018,"México","Centros penitenciarios estatales",15,213.35939300000004
2017,"México","Centros penitenciarios estatales",15,205.97838579999998
2016,"México","Centros penitenciarios estatales",15,195.9847619
2015,"México","Centros penitenciarios estatales",15,243.6139332
2021,"México","Centros de internamiento para adolescentes estatales",15,38
2020,"México","Centros de internamiento para adolescentes estatales",15,36.8
2019,"México","Centros de internamiento para adolescentes estatales",15,37.6
2018,"México","Centros de internamiento para adolescentes estatales",15,35.4
2017,"México","Centros de internamiento para adolescentes estatales",15,29.8
2016,"México","Centros de internamiento para adolescentes estatales",15,26.8
2015,"México","Centros de internamiento para adolescentes estatales",15,72.8
2021,"Michoacán de Ocampo","Total Estatal",16,105.91124359999999
2020,"Michoacán de Ocampo","Total Estatal",16,103.0467519
2019,"Michoacán de Ocampo","Total Estatal",16,62.6064333
2018,"Michoacán de Ocampo","Total Estatal",16,87.85446763
2017,"Michoacán de Ocampo","Total Estatal",16,85.50026752000001
2016,"Michoacán de Ocampo","Total Estatal",16,80.21133525
2015,"Michoacán de Ocampo","Total Estatal",16,93.98014729
2021,"Michoacán de Ocampo","Centros penitenciarios estatales",16,111.2278761
2020,"Michoacán de Ocampo","Centros penitenciarios estatales",16,108.4623894
2019,"Michoacán de Ocampo","Centros penitenciarios estatales",16,64.7692496
2018,"Michoacán de Ocampo","Centros penitenciarios estatales",16,90.78171091
2017,"Michoacán de Ocampo","Centros penitenciarios estatales",16,88.3480826
2016,"Michoacán de Ocampo","Centros penitenciarios estatales",16,83.90669575
2015,"Michoacán de Ocampo","Centros penitenciarios estatales",16,98.00302064
2021,"Michoacán de Ocampo","Centros de internamiento para adolescentes estatales",16,1.805054152
2020,"Michoacán de Ocampo","Centros de internamiento para adolescentes estatales",16,0.696864111
2019,"Michoacán de Ocampo","Centros de internamiento para adolescentes estatales",16,1.045296167
2018,"Michoacán de Ocampo","Centros de internamiento para adolescentes estatales",16,1.092896175
2017,"Michoacán de Ocampo","Centros de internamiento para adolescentes estatales",16,1.092896175
2016,"Michoacán de Ocampo","Centros de internamiento para adolescentes estatales",16,3.484320557
2015,"Michoacán de Ocampo","Centros de internamiento para adolescentes estatales",16,10.45296167
2021,"Morelos","Total Estatal",17,141.6941694
2020,"Morelos","Total Estatal",17,119.85151709999998
2019,"Morelos","Total Estatal",17,114.9584488
2018,"Morelos","Total Estatal",17,113.1578947
2017,"Morelos","Total Estatal",17,120.36011079999999
2016,"Morelos","Total Estatal",17,129.3180133
2015,"Morelos","Total Estatal",17,144.4025631
2021,"Morelos","Centros penitenciarios estatales",17,146.2640341
2020,"Morelos","Centros penitenciarios estatales",17,122.4441435
2019,"Morelos","Centros penitenciarios estatales",17,118.9002185
2018,"Morelos","Centros penitenciarios estatales",17,117.77130370000002
2017,"Morelos","Centros penitenciarios estatales",17,124.94537510000002
2016,"Morelos","Centros penitenciarios estatales",17,134.7107438
2015,"Morelos","Centros penitenciarios estatales",17,147.4481659
2021,"Morelos","Centros de internamiento para adolescentes estatales",17,59.72222222
2020,"Morelos","Centros de internamiento para adolescentes estatales",17,66.66666667
2019,"Morelos","Centros de internamiento para adolescentes estatales",17,38.73239437
2018,"Morelos","Centros de internamiento para adolescentes estatales",17,23.943661970000004
2017,"Morelos","Centros de internamiento para adolescentes estatales",17,31.690140849999995
2016,"Morelos","Centros de internamiento para adolescentes estatales",17,42.03821656
2015,"Morelos","Centros de internamiento para adolescentes estatales",17,91.72413793
2021,"Nayarit","Total Estatal",18,171.6465863
2020,"Nayarit","Total Estatal",18,168.1415929
2019,"Nayarit","Total Estatal",18,168.3482506
2018,"Nayarit","Total Estatal",18,175.7819482
2017,"Nayarit","Total Estatal",18,188.54748600000002
2016,"Nayarit","Total Estatal",18,214.0595903
2015,"Nayarit","Total Estatal",18,260.6003752
2021,"Nayarit","Centros penitenciarios estatales",18,179.6280642
2020,"Nayarit","Centros penitenciarios estatales",18,175.57058330000004
2019,"Nayarit","Centros penitenciarios estatales",18,176.0068552
2018,"Nayarit","Centros penitenciarios estatales",18,184.7682119
2017,"Nayarit","Centros penitenciarios estatales",18,208.7318087
2016,"Nayarit","Centros penitenciarios estatales",18,233.26403330000002
2015,"Nayarit","Centros penitenciarios estatales",18,278.4823285
2021,"Nayarit","Centros de internamiento para adolescentes estatales",18,19.35483871
2020,"Nayarit","Centros de internamiento para adolescentes estatales",18,21.66666667
2019,"Nayarit","Centros de internamiento para adolescentes estatales",18,24.19354839
2018,"Nayarit","Centros de internamiento para adolescentes estatales",18,22.58064516
2017,"Nayarit","Centros de internamiento para adolescentes estatales",18,15.17857143
2016,"Nayarit","Centros de internamiento para adolescentes estatales",18,49.10714286
2015,"Nayarit","Centros de internamiento para adolescentes estatales",18,95.19230769
2021,"Nuevo León","Total Estatal",19,103.1398238
2020,"Nuevo León","Total Estatal",19,91.35983735999999
2019,"Nuevo León","Total Estatal",19,81.08679433
2018,"Nuevo León","Total Estatal",19,83.54819633
2017,"Nuevo León","Total Estatal",19,98.55092276
2016,"Nuevo León","Total Estatal",19,99.80622837
2015,"Nuevo León","Total Estatal",19,110.76816609999999
2021,"Nuevo León","Centros penitenciarios estatales",19,104.2706664
2020,"Nuevo León","Centros penitenciarios estatales",19,92.21433478
2019,"Nuevo León","Centros penitenciarios estatales",19,81.84801818
2018,"Nuevo León","Centros penitenciarios estatales",19,84.43911218
2017,"Nuevo León","Centros penitenciarios estatales",19,101.8389166
2016,"Nuevo León","Centros penitenciarios estatales",19,103.7199125
2015,"Nuevo León","Centros penitenciarios estatales",19,114.3836616
2021,"Nuevo León","Centros de internamiento para adolescentes estatales",19,20.83333333
2020,"Nuevo León","Centros de internamiento para adolescentes estatales",19,29.16666667
2019,"Nuevo León","Centros de internamiento para adolescentes estatales",19,30.83333333
2018,"Nuevo León","Centros de internamiento para adolescentes estatales",19,21.66666667
2017,"Nuevo León","Centros de internamiento para adolescentes estatales",19,21.66666667
2016,"Nuevo León","Centros de internamiento para adolescentes estatales",19,27.2972973
2015,"Nuevo León","Centros de internamiento para adolescentes estatales",19,43.78378378
2021,"Oaxaca","Total Estatal",20,104.0533736
2020,"Oaxaca","Total Estatal",20,91.45601618
2019,"Oaxaca","Total Estatal",20,67.42351357
2018,"Oaxaca","Total Estatal",20,87.51696065
2017,"Oaxaca","Total Estatal",20,86.05757792000001
2016,"Oaxaca","Total Estatal",20,72.99864315
2015,"Oaxaca","Total Estatal",20,99.82754373
2021,"Oaxaca","Centros penitenciarios estatales",20,105.5526992
2020,"Oaxaca","Centros penitenciarios estatales",20,93.84133612
2019,"Oaxaca","Centros penitenciarios estatales",20,68.01564027
2018,"Oaxaca","Centros penitenciarios estatales",20,90.46267386
2017,"Oaxaca","Centros penitenciarios estatales",20,88.39396189
2016,"Oaxaca","Centros penitenciarios estatales",20,73.82612738
2015,"Oaxaca","Centros penitenciarios estatales",20,102.532617
2021,"Oaxaca","Centros de internamiento para adolescentes estatales",20,32.92682927
2020,"Oaxaca","Centros de internamiento para adolescentes estatales",20,17.74193548
2019,"Oaxaca","Centros de internamiento para adolescentes estatales",20,30.48780488
2018,"Oaxaca","Centros de internamiento para adolescentes estatales",20,23.456790120000004
2017,"Oaxaca","Centros de internamiento para adolescentes estatales",20,27.777777779999997
