Year,Entidad federativa,Índice de finalización,Población que finalizó el nivel de instrucción,GeoCode,Value
2020,Aguascalientes,Indice de finalización preparatoria (Media superior),Total,1,64.13731566
2018,Aguascalientes,Indice de finalización preparatoria (Media superior),Total,1,62.64844335
2016,Aguascalientes,Indice de finalización preparatoria (Media superior),Total,1,56.30179096
2020,Aguascalientes,Indice de finalización preparatoria (Media superior),Hombres,1,59.75945939000001
2018,Aguascalientes,Indice de finalización preparatoria (Media superior),Hombres,1,58.49144273000001
2016,Aguascalientes,Indice de finalización preparatoria (Media superior),Hombres,1,55.69300462
2020,Aguascalientes,Indice de finalización preparatoria (Media superior),Mujeres,1,68.41590768000002
2018,Aguascalientes,Indice de finalización preparatoria (Media superior),Mujeres,1,67.11712962
2016,Aguascalientes,Indice de finalización preparatoria (Media superior),Mujeres,1,56.8209395
2020,Aguascalientes,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,1,
2018,Aguascalientes,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,1,
2016,Aguascalientes,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,1,
2020,Aguascalientes,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,1,
2018,Aguascalientes,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,1,
2016,Aguascalientes,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,1,
2020,Aguascalientes,Indice de finalización preparatoria (Media superior),Cambio de residencia,1,
2018,Aguascalientes,Indice de finalización preparatoria (Media superior),Cambio de residencia,1,
2016,Aguascalientes,Indice de finalización preparatoria (Media superior),Cambio de residencia,1,
2020,Baja California,Indice de finalización primaria,Total,2,97.32357158
2018,Baja California,Indice de finalización primaria,Total,2,98.37682896
2016,Baja California,Indice de finalización primaria,Total,2,98.88554346
2020,Baja California,Indice de finalización primaria,Hombres,2,98.02201992000002
2018,Baja California,Indice de finalización primaria,Hombres,2,98.64668134
2016,Baja California,Indice de finalización primaria,Hombres,2,99.41596313
2020,Baja California,Indice de finalización primaria,Mujeres,2,96.46658401
2018,Baja California,Indice de finalización primaria,Mujeres,2,98.12224627
2016,Baja California,Indice de finalización primaria,Mujeres,2,98.29382592
2020,Baja California,Indice de finalización primaria,Hablantes de lengua indígena,2,
2018,Baja California,Indice de finalización primaria,Hablantes de lengua indígena,2,
2016,Baja California,Indice de finalización primaria,Hablantes de lengua indígena,2,95.67510549
2020,Baja California,Indice de finalización primaria,Población con alguna discapacidad,2,64.4197813
2018,Baja California,Indice de finalización primaria,Población con alguna discapacidad,2,77.48053786000001
2016,Baja California,Indice de finalización primaria,Población con alguna discapacidad,2,90.01658875
2020,Baja California,Indice de finalización primaria,Cambio de residencia,2,
2018,Baja California,Indice de finalización primaria,Cambio de residencia,2,
2016,Baja California,Indice de finalización primaria,Cambio de residencia,2,
2020,Baja California,Indice de finalización secundaria,Total,2,90.71379325
2018,Baja California,Indice de finalización secundaria,Total,2,91.71143200999998
2016,Baja California,Indice de finalización secundaria,Total,2,89.12545740999998
2020,Baja California,Indice de finalización secundaria,Hombres,2,89.49751146000001
2018,Baja California,Indice de finalización secundaria,Hombres,2,91.65067746
2016,Baja California,Indice de finalización secundaria,Hombres,2,88.79898277999999
2020,Baja California,Indice de finalización secundaria,Mujeres,2,91.86905736999998
2018,Baja California,Indice de finalización secundaria,Mujeres,2,91.78234917
2016,Baja California,Indice de finalización secundaria,Mujeres,2,89.43456675000002
2020,Baja California,Indice de finalización secundaria,Hablantes de lengua indígena,2,
2018,Baja California,Indice de finalización secundaria,Hablantes de lengua indígena,2,
2016,Baja California,Indice de finalización secundaria,Hablantes de lengua indígena,2,
2020,Baja California,Indice de finalización secundaria,Población con alguna discapacidad,2,36.60147992000001
2018,Baja California,Indice de finalización secundaria,Población con alguna discapacidad,2,79.4824135
2016,Baja California,Indice de finalización secundaria,Población con alguna discapacidad,2,65.74143070000001
2020,Baja California,Indice de finalización secundaria,Cambio de residencia,2,
2018,Baja California,Indice de finalización secundaria,Cambio de residencia,2,
2016,Baja California,Indice de finalización secundaria,Cambio de residencia,2,
2020,Baja California,Indice de finalización preparatoria (Media superior),Total,2,61.78268154
2018,Baja California,Indice de finalización preparatoria (Media superior),Total,2,62.59587393
2016,Baja California,Indice de finalización preparatoria (Media superior),Total,2,61.33766100999999
2020,Baja California,Indice de finalización preparatoria (Media superior),Hombres,2,57.28648637999999
2018,Baja California,Indice de finalización preparatoria (Media superior),Hombres,2,59.601002740000006
2016,Baja California,Indice de finalización preparatoria (Media superior),Hombres,2,61.29295271
2020,Baja California,Indice de finalización preparatoria (Media superior),Mujeres,2,66.02150934999999
2018,Baja California,Indice de finalización preparatoria (Media superior),Mujeres,2,65.61337504
2016,Baja California,Indice de finalización preparatoria (Media superior),Mujeres,2,61.38615972000001
2020,Baja California,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,2,
2018,Baja California,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,2,
2016,Baja California,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,2,
2020,Baja California,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,2,50.721420640000005
2018,Baja California,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,2,31.982942430000005
2016,Baja California,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,2,28.216603270000004
2020,Baja California,Indice de finalización preparatoria (Media superior),Cambio de residencia,2,
2018,Baja California,Indice de finalización preparatoria (Media superior),Cambio de residencia,2,
2016,Baja California,Indice de finalización preparatoria (Media superior),Cambio de residencia,2,
2020,Baja California Sur,Indice de finalización primaria,Total,3,98.39045543
2018,Baja California Sur,Indice de finalización primaria,Total,3,98.65583214000002
2016,Baja California Sur,Indice de finalización primaria,Total,3,98.20701736
2020,Baja California Sur,Indice de finalización primaria,Hombres,3,97.46705208000002
2018,Baja California Sur,Indice de finalización primaria,Hombres,3,99.40514958
2016,Baja California Sur,Indice de finalización primaria,Hombres,3,98.32465689
2020,Baja California Sur,Indice de finalización primaria,Mujeres,3,99.31399451
2018,Baja California Sur,Indice de finalización primaria,Mujeres,3,97.77856852
2016,Baja California Sur,Indice de finalización primaria,Mujeres,3,98.06648574999998
2020,Baja California Sur,Indice de finalización primaria,Hablantes de lengua indígena,3,82.43902439
2018,Baja California Sur,Indice de finalización primaria,Hablantes de lengua indígena,3,46.55172413999999
2016,Baja California Sur,Indice de finalización primaria,Hablantes de lengua indígena,3,66.10169492
2020,Baja California Sur,Indice de finalización primaria,Población con alguna discapacidad,3,69.90204809
2018,Baja California Sur,Indice de finalización primaria,Población con alguna discapacidad,3,94.42934783
2016,Baja California Sur,Indice de finalización primaria,Población con alguna discapacidad,3,85.37234043
2020,Baja California Sur,Indice de finalización primaria,Cambio de residencia,3,
2018,Baja California Sur,Indice de finalización primaria,Cambio de residencia,3,
2016,Baja California Sur,Indice de finalización primaria,Cambio de residencia,3,
2020,Baja California Sur,Indice de finalización secundaria,Total,3,94.74544937
2018,Baja California Sur,Indice de finalización secundaria,Total,3,91.4284978
2016,Baja California Sur,Indice de finalización secundaria,Total,3,88.86926713000001
2020,Baja California Sur,Indice de finalización secundaria,Hombres,3,91.23664584
2018,Baja California Sur,Indice de finalización secundaria,Hombres,3,89.72965375
2016,Baja California Sur,Indice de finalización secundaria,Hombres,3,89.54279014999999
2020,Baja California Sur,Indice de finalización secundaria,Mujeres,3,97.86110614000002
2018,Baja California Sur,Indice de finalización secundaria,Mujeres,3,93.50515464
2016,Baja California Sur,Indice de finalización secundaria,Mujeres,3,88.03329258999999
2020,Baja California Sur,Indice de finalización secundaria,Hablantes de lengua indígena,3,60.82802548
2018,Baja California Sur,Indice de finalización secundaria,Hablantes de lengua indígena,3,60.111317250000006
2016,Baja California Sur,Indice de finalización secundaria,Hablantes de lengua indígena,3,60.46255507
2020,Baja California Sur,Indice de finalización secundaria,Población con alguna discapacidad,3,67.64705882
2018,Baja California Sur,Indice de finalización secundaria,Población con alguna discapacidad,3,82.24151539
2016,Baja California Sur,Indice de finalización secundaria,Población con alguna discapacidad,3,14.099216710000004
2020,Baja California Sur,Indice de finalización secundaria,Cambio de residencia,3,
2018,Baja California Sur,Indice de finalización secundaria,Cambio de residencia,3,
2016,Baja California Sur,Indice de finalización secundaria,Cambio de residencia,3,
2020,Baja California Sur,Indice de finalización preparatoria (Media superior),Total,3,66.30105317
2018,Baja California Sur,Indice de finalización preparatoria (Media superior),Total,3,63.17604446000001
2016,Baja California Sur,Indice de finalización preparatoria (Media superior),Total,3,56.89298043999999
2020,Baja California Sur,Indice de finalización preparatoria (Media superior),Hombres,3,66.46899186
2018,Baja California Sur,Indice de finalización preparatoria (Media superior),Hombres,3,57.573077870000006
2016,Baja California Sur,Indice de finalización preparatoria (Media superior),Hombres,3,53.28377291
2020,Baja California Sur,Indice de finalización preparatoria (Media superior),Mujeres,3,66.12547288999998
2018,Baja California Sur,Indice de finalización preparatoria (Media superior),Mujeres,3,68.89189596
2016,Baja California Sur,Indice de finalización preparatoria (Media superior),Mujeres,3,61.13087957
2020,Baja California Sur,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,3,
2018,Baja California Sur,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,3,
2016,Baja California Sur,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,3,8.899297423999998
2020,Baja California Sur,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,3,38.81373569
2018,Baja California Sur,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,3,33.92658509
2016,Baja California Sur,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,3,53.115727
2020,Baja California Sur,Indice de finalización preparatoria (Media superior),Cambio de residencia,3,
2018,Baja California Sur,Indice de finalización preparatoria (Media superior),Cambio de residencia,3,
2016,Baja California Sur,Indice de finalización preparatoria (Media superior),Cambio de residencia,3,
2020,Campeche,Indice de finalización primaria,Total,4,96.05614096
2018,Campeche,Indice de finalización primaria,Total,4,96.46955385
2016,Campeche,Indice de finalización primaria,Total,4,96.60963511
2020,Campeche,Indice de finalización primaria,Hombres,4,97.32921224
2018,Campeche,Indice de finalización primaria,Hombres,4,97.38768414000002
2016,Campeche,Indice de finalización primaria,Hombres,4,94.49100710999998
2020,Campeche,Indice de finalización primaria,Mujeres,4,94.48941773
2018,Campeche,Indice de finalización primaria,Mujeres,4,95.57758123
2016,Campeche,Indice de finalización primaria,Mujeres,4,98.44332038999998
2020,Campeche,Indice de finalización primaria,Hablantes de lengua indígena,4,100.0
2018,Campeche,Indice de finalización primaria,Hablantes de lengua indígena,4,
2016,Campeche,Indice de finalización primaria,Hablantes de lengua indígena,4,100.0
2020,Campeche,Indice de finalización primaria,Población con alguna discapacidad,4,62.95264623999999
2018,Campeche,Indice de finalización primaria,Población con alguna discapacidad,4,
2016,Campeche,Indice de finalización primaria,Población con alguna discapacidad,4,63.80618797
2020,Campeche,Indice de finalización primaria,Cambio de residencia,4,
2018,Campeche,Indice de finalización primaria,Cambio de residencia,4,
2016,Campeche,Indice de finalización primaria,Cambio de residencia,4,
2020,Campeche,Indice de finalización secundaria,Total,4,91.58567352
2018,Campeche,Indice de finalización secundaria,Total,4,90.15794837
2016,Campeche,Indice de finalización secundaria,Total,4,86.92969418999999
2020,Campeche,Indice de finalización secundaria,Hombres,4,90.69057313
2018,Campeche,Indice de finalización secundaria,Hombres,4,87.50648004000001
2016,Campeche,Indice de finalización secundaria,Hombres,4,83.89044944
2020,Campeche,Indice de finalización secundaria,Mujeres,4,92.58788463
2018,Campeche,Indice de finalización secundaria,Mujeres,4,92.71998664
2016,Campeche,Indice de finalización secundaria,Mujeres,4,89.74659377
2020,Campeche,Indice de finalización secundaria,Hablantes de lengua indígena,4,81.25157709
2018,Campeche,Indice de finalización secundaria,Hablantes de lengua indígena,4,85.59957173
2016,Campeche,Indice de finalización secundaria,Hablantes de lengua indígena,4,84.74437628
2020,Campeche,Indice de finalización secundaria,Población con alguna discapacidad,4,
2018,Campeche,Indice de finalización secundaria,Población con alguna discapacidad,4,82.34649122999998
2016,Campeche,Indice de finalización secundaria,Población con alguna discapacidad,4,
2020,Campeche,Indice de finalización secundaria,Cambio de residencia,4,
2018,Campeche,Indice de finalización secundaria,Cambio de residencia,4,
2016,Campeche,Indice de finalización secundaria,Cambio de residencia,4,
2020,Campeche,Indice de finalización preparatoria (Media superior),Total,4,61.277882640000016
2018,Campeche,Indice de finalización preparatoria (Media superior),Total,4,60.37146836
2016,Campeche,Indice de finalización preparatoria (Media superior),Total,4,54.06217220999999
2020,Campeche,Indice de finalización preparatoria (Media superior),Hombres,4,62.87194727000001
2018,Campeche,Indice de finalización preparatoria (Media superior),Hombres,4,63.10542007
2016,Campeche,Indice de finalización preparatoria (Media superior),Hombres,4,52.11776611
2020,Campeche,Indice de finalización preparatoria (Media superior),Mujeres,4,59.46051603
2018,Campeche,Indice de finalización preparatoria (Media superior),Mujeres,4,58.04695615999999
2016,Campeche,Indice de finalización preparatoria (Media superior),Mujeres,4,55.96602972
2020,Campeche,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,4,36.49299016999999
2018,Campeche,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,4,
2016,Campeche,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,4,48.519218650000006
2020,Campeche,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,4,
2018,Campeche,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,4,
2016,Campeche,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,4,
2020,Campeche,Indice de finalización preparatoria (Media superior),Cambio de residencia,4,
2018,Campeche,Indice de finalización preparatoria (Media superior),Cambio de residencia,4,
2016,Campeche,Indice de finalización preparatoria (Media superior),Cambio de residencia,4,
2020,Coahuila de Zaragoza,Indice de finalización primaria,Total,5,99.08816374
2018,Coahuila de Zaragoza,Indice de finalización primaria,Total,5,98.48137091
2016,Coahuila de Zaragoza,Indice de finalización primaria,Total,5,98.88200833
2020,Coahuila de Zaragoza,Indice de finalización primaria,Hombres,5,98.59973303
2018,Coahuila de Zaragoza,Indice de finalización primaria,Hombres,5,97.91338495
2016,Coahuila de Zaragoza,Indice de finalización primaria,Hombres,5,98.69765848
2020,Coahuila de Zaragoza,Indice de finalización primaria,Mujeres,5,99.57348867999998
2018,Coahuila de Zaragoza,Indice de finalización primaria,Mujeres,5,99.09313579
2016,Coahuila de Zaragoza,Indice de finalización primaria,Mujeres,5,99.05729549
2020,Coahuila de Zaragoza,Indice de finalización primaria,Hablantes de lengua indígena,5,
2018,Coahuila de Zaragoza,Indice de finalización primaria,Hablantes de lengua indígena,5,
2016,Coahuila de Zaragoza,Indice de finalización primaria,Hablantes de lengua indígena,5,
2020,Coahuila de Zaragoza,Indice de finalización primaria,Población con alguna discapacidad,5,79.57354758999999
2018,Coahuila de Zaragoza,Indice de finalización primaria,Población con alguna discapacidad,5,97.39164542000002
2016,Coahuila de Zaragoza,Indice de finalización primaria,Población con alguna discapacidad,5,84.42405215999999
2020,Coahuila de Zaragoza,Indice de finalización primaria,Cambio de residencia,5,
2018,Coahuila de Zaragoza,Indice de finalización primaria,Cambio de residencia,5,
2016,Coahuila de Zaragoza,Indice de finalización primaria,Cambio de residencia,5,
2020,Coahuila de Zaragoza,Indice de finalización secundaria,Total,5,91.19594999000002
2018,Coahuila de Zaragoza,Indice de finalización secundaria,Total,5,92.87416987999998
2016,Coahuila de Zaragoza,Indice de finalización secundaria,Total,5,89.4708719
2020,Coahuila de Zaragoza,Indice de finalización secundaria,Hombres,5,91.70067225
2018,Coahuila de Zaragoza,Indice de finalización secundaria,Hombres,5,91.84143731000002
2016,Coahuila de Zaragoza,Indice de finalización secundaria,Hombres,5,89.13938896
2020,Coahuila de Zaragoza,Indice de finalización secundaria,Mujeres,5,90.66461393
2018,Coahuila de Zaragoza,Indice de finalización secundaria,Mujeres,5,93.8899243
2016,Coahuila de Zaragoza,Indice de finalización secundaria,Mujeres,5,89.82160312999999
2020,Coahuila de Zaragoza,Indice de finalización secundaria,Hablantes de lengua indígena,5,
2018,Coahuila de Zaragoza,Indice de finalización secundaria,Hablantes de lengua indígena,5,
2016,Coahuila de Zaragoza,Indice de finalización secundaria,Hablantes de lengua indígena,5,
2020,Coahuila de Zaragoza,Indice de finalización secundaria,Población con alguna discapacidad,5,69.9844479
2018,Coahuila de Zaragoza,Indice de finalización secundaria,Población con alguna discapacidad,5,91.4924297
2016,Coahuila de Zaragoza,Indice de finalización secundaria,Población con alguna discapacidad,5,48.32214764999999
2020,Coahuila de Zaragoza,Indice de finalización secundaria,Cambio de residencia,5,
2018,Coahuila de Zaragoza,Indice de finalización secundaria,Cambio de residencia,5,
2016,Coahuila de Zaragoza,Indice de finalización secundaria,Cambio de residencia,5,
2020,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Total,5,60.4156142
2018,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Total,5,53.979497470000005
2016,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Total,5,46.73635477
2020,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Hombres,5,58.21396424
2018,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Hombres,5,47.41510885999999
2016,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Hombres,5,45.77962125
2020,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Mujeres,5,62.714361960000005
2018,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Mujeres,5,60.61705271
2016,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Mujeres,5,47.89857947000001
2020,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,5,
2018,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,5,
2016,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Hablantes de lengua indígena,5,
2020,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,5,40.73525052
2018,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,5,31.087239579999995
2016,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Población con alguna discapacidad,5,28.28259354
2020,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Cambio de residencia,5,
2018,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Cambio de residencia,5,
2016,Coahuila de Zaragoza,Indice de finalización preparatoria (Media superior),Cambio de residencia,5,
2020,Colima,Indice de finalización primaria,Total,6,97.51266306
2018,Colima,Indice de finalización primaria,Total,6,95.9908977
2016,Colima,Indice de finalización primaria,Total,6,97.89034296
2020,Colima,Indice de finalización primaria,Hombres,6,98.01440220000002
2018,Colima,Indice de finalización primaria,Hombres,6,97.10581851
2016,Colima,Indice de finalización primaria,Hombres,6,96.90463723000002
2020,Colima,Indice de finalización primaria,Mujeres,6,96.93672886
2018,Colima,Indice de finalización primaria,Mujeres,6,94.83575407
2016,Colima,Indice de finalización primaria,Mujeres,6,98.81766928
2020,Colima,Indice de finalización primaria,Hablantes de lengua indígena,6,
2018,Colima,Indice de finalización primaria,Hablantes de lengua indígena,6,
2016,Colima,Indice de finalización primaria,Hablantes de lengua indígena,6,
2020,Colima,Indice de finalización primaria,Población con alguna discapacidad,6,70.74285714
2018,Colima,Indice de finalización primaria,Población con alguna discapacidad,6,69.30116473
2016,Colima,Indice de finalización primaria,Población con alguna discapacidad,6,66.66666667
2020,Colima,Indice de finalización primaria,Cambio de residencia,6,
2018,Colima,Indice de finalización primaria,Cambio de residencia,6,
2016,Colima,Indice de finalización primaria,Cambio de residencia,6,
2020,Colima,Indice de finalización secundaria,Total,6,88.26803508
2018,Colima,Indice de finalización secundaria,Total,6,89.06060765999999
2016,Colima,Indice de finalización secundaria,Total,6,87.08339733000001
2020,Colima,Indice de finalización secundaria,Hombres,6,84.63604897
